,portfolio_value
2012-08-14 20:00:00,338260.8430197177
2012-08-15 20:00:00,381120.4423947175
2012-08-16 20:00:00,311059.5836447177
2012-08-17 20:00:00,325466.02801971755
2012-08-20 20:00:00,297873.50989471737
2012-08-21 20:00:00,309881.6455197177
2012-08-22 20:00:00,353925.61989471805
2012-08-23 20:00:00,374767.47489471757
2012-08-24 20:00:00,405463.3798947177
2012-08-27 20:00:00,433625.7642697174
2012-08-28 20:00:00,447227.3611447173
2012-08-29 20:00:00,489500.0236447173
2012-08-30 20:00:00,625150.7273947173
2012-08-31 20:00:00,528922.1323947177
2012-09-04 20:00:00,598757.4905197175
2012-09-05 20:00:00,586400.8736447169
2012-09-06 20:00:00,593994.7461447172
2012-09-07 20:00:00,628303.5530197179
2012-09-10 20:00:00,766261.6493165733
2012-09-11 20:00:00,690301.3636915736
2012-09-12 20:00:00,770749.6761915736
2012-09-13 20:00:00,797655.0224415729
2012-09-14 20:00:00,653409.1055665732
2012-09-17 20:00:00,693956.2927629491
2012-09-18 20:00:00,695342.4565129501
2012-09-19 20:00:00,706564.6859329494
2012-09-20 20:00:00,743925.8603079496
2012-09-21 20:00:00,764385.4190579487
2012-09-24 20:00:00,756871.4470235172
2012-09-25 20:00:00,754071.6426585098
2012-09-26 20:00:00,729877.6738593897
2012-09-27 20:00:00,676520.5647315177
2012-09-28 20:00:00,747779.762856518
2012-10-01 20:00:00,727556.4422315179
2012-10-02 20:00:00,674357.1684815175
2012-10-03 20:00:00,723715.3774790212
2012-10-04 20:00:00,786070.231229021
2012-10-05 20:00:00,754270.873354021
2012-10-08 20:00:00,719801.0739790213
2012-10-09 20:00:00,715523.377729022
2012-10-10 20:00:00,828047.8902290226
2012-10-11 20:00:00,686322.751479021
2012-10-12 20:00:00,635299.8202290216
2012-10-15 20:00:00,582999.7352290216
2012-10-16 20:00:00,527093.2839790212
2012-10-17 20:00:00,504763.1208540218
2012-10-18 20:00:00,508385.8633540206
2012-10-19 20:00:00,500100.0708540208
2012-10-22 20:00:00,499906.26465385326
2012-10-23 20:00:00,654197.9159038529
2012-10-24 20:00:00,702729.717571878
2012-10-25 20:00:00,752129.5619468776
2012-10-26 20:00:00,818041.9556968772
2012-10-31 20:00:00,922074.158196878
2012-11-01 20:00:00,760962.3738218772
2012-11-02 20:00:00,725474.3425718779
2012-11-05 21:00:00,781339.2400718773
2012-11-06 21:00:00,806245.5825718777
2012-11-07 21:00:00,820277.7244468784
2012-11-08 21:00:00,676338.3050718774
2012-11-09 21:00:00,688769.7494468769
2012-11-12 21:00:00,682476.3706968777
2012-11-13 21:00:00,701937.7388218781
2012-11-14 21:00:00,734570.5293738771
2012-11-15 21:00:00,744067.9849988769
2012-11-16 21:00:00,759798.3024988777
2012-11-19 21:00:00,775681.3884973333
2012-11-20 21:00:00,862609.8409973334
2012-11-21 21:00:00,862954.7241223343
2012-11-23 18:00:00,836105.3309973334
2012-11-26 21:00:00,735338.0603723333
2012-11-27 21:00:00,721736.3344298941
2012-11-28 21:00:00,1019039.6271973371
2012-11-29 21:00:00,966676.0584473372
2012-11-30 21:00:00,1059241.409072338
2012-12-03 21:00:00,1111181.4947423367
2012-12-04 21:00:00,929307.6984923367
2012-12-05 21:00:00,1025920.5409923379
2012-12-06 21:00:00,977606.3509004499
2012-12-07 21:00:00,950136.9471504499
2012-12-10 21:00:00,914394.9209004493
2012-12-11 21:00:00,816357.8565254487
2012-12-12 21:00:00,794441.1959004492
2012-12-13 21:00:00,836413.355275449
2012-12-14 21:00:00,790347.4384004486
2012-12-17 21:00:00,883862.5271504495
2012-12-18 21:00:00,888138.4796504494
2012-12-19 21:00:00,861871.0509004499
2012-12-20 21:00:00,827828.0590254496
2012-12-21 21:00:00,878781.9865254498
2012-12-24 18:00:00,886084.3402754503
2012-12-26 21:00:00,799657.5334004496
2012-12-27 21:00:00,797705.1227754498
2012-12-28 21:00:00,794804.350900449
2012-12-31 21:00:00,848177.3196504501
2013-01-02 21:00:00,874975.0739744658
2013-01-03 21:00:00,951785.8889744651
2013-01-04 21:00:00,919075.5185080416
2013-01-07 21:00:00,839901.6791330421
2013-01-08 21:00:00,878301.7222580413
2013-01-09 21:00:00,801421.4772580414
2013-01-10 21:00:00,718624.7160080407
2013-01-11 21:00:00,732618.7812567747
2013-01-14 21:00:00,623509.7512567751
2013-01-15 21:00:00,657591.5625067744
2013-01-16 21:00:00,673839.3487018184
2013-01-17 21:00:00,601929.1149518169
2013-01-18 21:00:00,663377.2099518166
2013-01-22 21:00:00,682286.0181080127
2013-01-23 21:00:00,671317.5118580117
2013-01-24 21:00:00,742143.1931080121
2013-01-25 21:00:00,687486.2712330121
2013-01-28 21:00:00,666728.9949830124
2013-01-29 21:00:00,631713.4224830117
2013-01-30 21:00:00,614029.8596088276
2013-01-31 21:00:00,630199.8702171883
2013-02-01 21:00:00,663777.7002171886
2013-02-04 21:00:00,615600.5795921886
2013-02-05 21:00:00,643563.5094227084
2013-02-06 21:00:00,536867.8729474518
2013-02-07 21:00:00,530726.4985724521
2013-02-08 21:00:00,552608.7273224528
2013-02-11 21:00:00,524749.9448224517
2013-02-12 21:00:00,443342.3932061086
2013-02-13 21:00:00,420866.2894561086
2013-02-14 21:00:00,424354.3107061088
2013-02-15 21:00:00,487222.69570610975
2013-02-19 21:00:00,426985.50445610774
2013-02-20 21:00:00,420950.1000811083
2013-02-21 21:00:00,424944.06570610846
2013-02-22 21:00:00,401250.2432061087
2013-02-25 21:00:00,388059.16820610897
2013-02-26 21:00:00,349985.63945610845
2013-02-27 21:00:00,380551.0082061079
2013-02-28 21:00:00,409593.11320610833
2013-03-01 21:00:00,471164.4075811084
2013-03-04 21:00:00,567561.8769561078
2013-03-05 21:00:00,538555.3794561091
2013-03-06 21:00:00,474575.2788311078
2013-03-07 21:00:00,525772.436956109
2013-03-08 21:00:00,568122.9194561087
2013-03-11 20:00:00,528645.4225811085
2013-03-12 20:00:00,634000.0132061082
2013-03-13 20:00:00,624865.608206108
2013-03-14 20:00:00,560014.171956108
2013-03-15 20:00:00,487274.60258110845
2013-03-18 20:00:00,536024.2582061079
2013-03-19 20:00:00,531558.0307061083
2013-03-20 20:00:00,563131.2858290769
2013-03-21 20:00:00,598106.667079076
2013-03-22 20:00:00,618800.0714540769
2013-03-25 20:00:00,690708.0470790755
2013-03-26 20:00:00,598031.186454076
2013-03-27 20:00:00,675037.3089540767
2013-03-28 20:00:00,620657.7558290757
2013-04-01 20:00:00,640197.6758290761
2013-04-02 20:00:00,724853.0164540767
2013-04-03 20:00:00,726614.3489540763
2013-04-04 20:00:00,746975.368954077
2013-04-05 20:00:00,732740.9039540767
2013-04-08 20:00:00,812843.5364540768
2013-04-09 20:00:00,707352.453329076
2013-04-10 20:00:00,638814.4627040765
2013-04-11 20:00:00,697967.3877040766
2013-04-12 20:00:00,743589.1664540769
2013-04-15 20:00:00,667517.4645790764
2013-04-16 20:00:00,743818.9683290761
2013-04-17 20:00:00,693999.3464540764
2013-04-18 20:00:00,650672.2608290765
2013-04-19 20:00:00,674080.5777040761
2013-04-22 20:00:00,670780.1283290765
2013-04-23 20:00:00,700108.054579076
2013-04-24 20:00:00,686860.4852040772
2013-04-25 20:00:00,910755.897079076
2013-04-26 20:00:00,968313.4314540768
2013-04-29 20:00:00,920483.4020790766
2013-04-30 20:00:00,895001.5777040756
2013-05-01 20:00:00,871561.6977040769
2013-05-02 20:00:00,853628.5133290767
2013-05-03 20:00:00,880184.805204077
2013-05-06 20:00:00,829771.3814540774
2013-05-07 20:00:00,875852.0383290764
2013-05-08 20:00:00,844748.4189540761
2013-05-09 20:00:00,748130.6877040773
2013-05-10 20:00:00,884075.4927040763
2013-05-13 20:00:00,858046.9008290762
2013-05-14 20:00:00,967913.4052040767
2013-05-15 20:00:00,1007087.1194728683
2013-05-16 20:00:00,945810.0286668916
2013-05-17 20:00:00,1027153.5472829957
2013-05-20 20:00:00,969503.7353459967
2013-05-21 20:00:00,1059357.0440959968
2013-05-22 20:00:00,1043131.8809709966
2013-05-23 20:00:00,1071451.9565959957
2013-05-24 20:00:00,1093016.0515959966
2013-05-28 20:00:00,1044598.4165959966
2013-05-29 20:00:00,897052.6940959969
2013-05-30 20:00:00,883235.439818548
2013-05-31 20:00:00,850639.7341935476
2013-06-03 20:00:00,844345.6529435473
2013-06-04 20:00:00,877193.5641935477
2013-06-05 20:00:00,852668.1016935469
2013-06-06 20:00:00,977932.4316935469
2013-06-07 20:00:00,929939.9504435472
2013-06-10 20:00:00,884376.527318548
2013-06-11 20:00:00,877531.7915224513
2013-06-12 20:00:00,882458.0183974517
2013-06-13 20:00:00,880244.4246474517
2013-06-14 20:00:00,905618.3186978032
2013-06-17 20:00:00,911136.1642760037
2013-06-18 20:00:00,899429.9724010042
2013-06-19 20:00:00,858697.0574010032
2013-06-20 20:00:00,829409.9999010031
2013-06-21 20:00:00,882945.531151004
2013-06-24 20:00:00,977769.2642760036
2013-06-25 20:00:00,999132.4436510036
2013-06-26 20:00:00,1008396.4705260032
2013-06-27 20:00:00,1020706.9350463077
2013-06-28 20:00:00,993014.4189582197
2013-07-01 20:00:00,1067280.3164582192
2013-07-02 20:00:00,1114545.670208219
2013-07-03 17:00:00,1094132.520833219
2013-07-05 20:00:00,1077191.4108332195
2013-07-08 20:00:00,1136060.8795832195
2013-07-09 20:00:00,1152336.2389582195
2013-07-10 20:00:00,1169051.5808332209
2013-07-11 20:00:00,1224513.3633332201
2013-07-12 20:00:00,1250397.9739582194
2013-07-15 20:00:00,1231757.9814582197
2013-07-16 20:00:00,1261993.6045832196
2013-07-17 20:00:00,1302859.4439582191
2013-07-18 20:00:00,1303428.5133332196
2013-07-19 20:00:00,1322664.52708322
2013-07-22 20:00:00,1336125.2495832192
2013-07-23 20:00:00,1364328.7145832204
2013-07-24 20:00:00,1316775.8002082193
2013-07-25 20:00:00,1325292.2427082201
2013-07-26 20:00:00,1264132.0302082188
2013-07-29 20:00:00,1329650.5770832188
2013-07-30 20:00:00,1314095.7627082192
2013-07-31 20:00:00,1318045.5101108118
2013-08-01 20:00:00,1326357.9551108116
2013-08-02 20:00:00,1335435.5819858108
2013-08-05 20:00:00,1371046.9238608116
2013-08-06 20:00:00,1321604.2282358124
2013-08-07 20:00:00,1288847.0969858118
2013-08-08 20:00:00,1218448.0194858112
2013-08-09 20:00:00,1068786.8833651962
2013-08-12 20:00:00,1084858.661490196
2013-08-13 20:00:00,1088562.0546151954
2013-08-14 20:00:00,1019258.091490195
2013-08-15 20:00:00,993841.0283651947
2013-08-16 20:00:00,968744.0158651959
2013-08-19 20:00:00,940388.1983651951
2013-08-20 20:00:00,1011885.8383651952
2013-08-21 20:00:00,1005366.502115195
2013-08-22 20:00:00,921274.928365195
2013-08-23 20:00:00,957639.8621151958
2013-08-26 20:00:00,884252.2208651955
2013-08-27 20:00:00,891974.0814901952
2013-08-28 20:00:00,828775.6564901945
2013-08-29 20:00:00,877983.6189901958
2013-08-30 20:00:00,879967.4058651951
2013-09-03 20:00:00,901929.5971151952
2013-09-04 20:00:00,806580.4971151951
2013-09-05 20:00:00,924771.9077401961
2013-09-06 20:00:00,885499.6252401954
2013-09-09 20:00:00,891453.5964901949
2013-09-10 20:00:00,941657.0533651955
2013-09-11 20:00:00,992802.5385618672
2013-09-12 20:00:00,958779.5373118675
2013-09-13 20:00:00,879990.7141868669
2013-09-16 20:00:00,873937.831483021
2013-09-17 20:00:00,875247.9446080202
2013-09-18 20:00:00,859416.1908580196
2013-09-19 20:00:00,855118.7327330193
2013-09-20 20:00:00,833368.8083580198
2013-09-23 20:00:00,771257.1933580196
2013-09-24 20:00:00,723005.6964830203
2013-09-25 20:00:00,673183.9377112859
2013-09-26 20:00:00,722431.4795862855
2013-09-27 20:00:00,676998.7408362855
2013-09-30 20:00:00,665090.2777112867
2013-10-01 20:00:00,636733.0477112848
2013-10-02 20:00:00,670655.1127112857
2013-10-03 20:00:00,656568.6545862849
2013-10-04 20:00:00,616187.0327112847
2013-10-07 20:00:00,559591.6364612845
2013-10-08 20:00:00,566621.817086285
2013-10-09 20:00:00,666242.7064612848
2013-10-10 20:00:00,610285.4777112855
2013-10-11 20:00:00,406717.38708628574
2013-10-14 20:00:00,374526.8177112853
2013-10-15 20:00:00,399370.0158362845
2013-10-16 20:00:00,421982.370211286
2013-10-17 20:00:00,376126.6552112857
2013-10-18 20:00:00,353521.30771128554
2013-10-21 20:00:00,296642.51833628584
2013-10-22 20:00:00,290788.3395862859
2013-10-23 20:00:00,308153.4858362847
2013-10-24 20:00:00,268323.68521128595
2013-10-25 20:00:00,228115.12708628504
2013-10-28 20:00:00,239177.51771128597
2013-10-29 20:00:00,331820.9689612854
