Date,Research Firm,Action,From,To,Ticker
2013-10-17,UBS,Downgrade,Buy,Neutral,IBM
2013-10-07,Barclays,Downgrade,Overweight,Equal Weight,IBM
2013-04-10,UBS,Upgrade,Neutral,Buy,IBM
2012-09-04,Barclays,Upgrade,Equal Weight,Overweight,IBM
2012-07-11,UBS,Initiated,,Neutral,IBM
2012-04-18,Macquarie,Downgrade,Outperform,Neutral,IBM
2012-02-07,Sterne Agee,Initiated,,Buy,IBM
2011-10-14,ISI Group,Initiated,,Hold,IBM
2011-10-14,Macquarie,Initiated,,Outperform,IBM
2011-04-11,Canaccord Genuity,Downgrade,Buy,Hold,IBM
2010-07-15,Kaufman Bros,Initiated,,Hold,IBM
2010-04-16,Collins Stewart,Initiated,,Buy,IBM
2010-01-20,Canaccord Adams,Upgrade,Hold,Buy,IBM
2009-07-09,AmTech Research,Initiated,,Neutral,IBM
2009-04-06,Canaccord Adams,Downgrade,Buy,Hold,IBM
2009-02-13,Caris & Company,Initiated,,Above Average,IBM
2008-12-18,UBS,Initiated,,Neutral,IBM
2008-10-07,Barclays Capital,Downgrade,Overweight,Equal Weight,IBM
2008-09-23,Davenport,Downgrade,Strong Buy,Buy,IBM
2008-08-08,Credit Suisse,Initiated,,Neutral,IBM
2008-05-23,BMO Capital Markets,Initiated,,Outperform,IBM
2008-04-22,Lehman Brothers,Initiated,,Overweight,IBM
2008-04-17,Canaccord Adams,Upgrade,Hold,Buy,IBM
2008-01-07,UBS,Downgrade,Buy,Neutral,IBM
2007-10-16,AmTech Research,Initiated,,Buy,IBM
2007-10-04,Wachovia,Initiated,,Mkt Perform,IBM
2007-08-06,Davenport,Initiated,,Strong Buy,IBM
2007-08-02,Banc of America Sec,Initiated,,Neutral,IBM
2007-04-23,Lehman Brothers,Upgrade,Equal-weight,Overweight,IBM
2007-04-18,Credit Suisse,Downgrade,Outperform,Neutral,IBM
2007-04-18,Goldman Sachs,Downgrade,Buy,Neutral,IBM
2007-04-16,Canaccord Adams,Upgrade,Hold,Buy,IBM
2007-01-10,AG Edwards,Downgrade,Buy,Hold,IBM
2007-01-08,UBS,Upgrade,Neutral,Buy,IBM
2006-12-18,Prudential,Initiated,,Neutral,IBM
2006-11-06,Cowen & Co,Initiated,,Neutral,IBM
2006-10-26,Soleil,Initiated,,Buy,IBM
2006-10-18,Goldman Sachs,Upgrade,Neutral,Buy,IBM
2006-07-20,Goldman Sachs,Downgrade,Buy,Neutral,IBM
2006-06-01,Canaccord Adams,Downgrade,Buy,Hold,IBM
2006-01-09,JP Morgan,Downgrade,Overweight,Neutral,IBM
2005-12-21,Moors & Cabot,Initiated,,Buy,IBM
2005-12-09,UBS,Downgrade,Buy,Neutral,IBM
2005-10-11,CSFB,Upgrade,Neutral,Outperform,IBM
2005-10-10,Citigroup,Upgrade,Hold,Buy,IBM
2005-07-19,First Albany,Upgrade,Neutral,Buy,IBM
2005-07-13,Bernstein,Upgrade,Mkt Perform,Outperform,IBM
2005-06-13,Caris & Company,Upgrade,Above Average,Buy,IBM
2005-04-29,Banc of America Sec,Upgrade,Neutral,Buy,IBM
2005-04-15,Caris & Company,Downgrade,Buy,Above Average,IBM
2005-04-15,First Albany,Downgrade,Buy,Neutral,IBM
2005-04-15,CSFB,Downgrade,Outperform,Neutral,IBM
2005-02-08,Deutsche Securities,Initiated,,Buy,IBM
2005-01-28,Bear Stearns,Upgrade,Peer Perform,Outperform,IBM
2004-10-05,JP Morgan,Upgrade,Neutral,Overweight,IBM
2004-07-29,CSFB,Initiated,,Outperform,IBM
2004-07-29,CIBC Wrld Mkts,Initiated,,Sector Outperform,IBM
2004-07-13,Morgan Stanley,Upgrade,Equal-weight,Overweight,IBM
2004-06-18,AG Edwards,Initiated,,Buy,IBM
2004-02-24,Caris & Company,Initiated,,Buy,IBM
2004-01-29,First Albany,Initiated,,Buy,IBM
2004-01-16,Smith Barney Citigroup,Upgrade,Sell,Hold,IBM
2003-12-12,First Albany,Initiated,,Buy,IBM
2003-11-19,Banc of America Sec,Initiated,,Neutral,IBM
2003-09-15,UBS,Upgrade,Neutral,Buy,IBM
2003-09-11,Smith Barney Citigroup,Downgrade,In-line,Underperform,IBM
2003-09-08,CSFB,Upgrade,Neutral,Outperform,IBM
2003-07-11,Prudential,Initiated,,Buy,IBM
2003-07-11,CIBC Wrld Mkts,Initiated,,Sector Outperform,IBM
2003-06-19,UBS,Initiated,,Neutral,IBM
2003-01-17,Bear Stearns,Downgrade,Outperform,Peer Perform,IBM
2002-12-12,Fulcrum,Initiated,,Neutral,IBM
2002-12-09,Banc of America Sec,Downgrade,Buy,Mkt Perform,IBM
2002-12-06,Salomon Smth Brny,Downgrade,Outperform,In-line,IBM
2002-11-25,CSFB,Initiated,,Neutral,IBM
2002-10-17,Merrill Lynch,Upgrade,Neutral,Buy,IBM
2002-10-17,Bear Stearns,Upgrade,Peer Perform,Outperform,IBM
2002-10-11,Lehman Brothers,Upgrade,Equal-weight,Overweight,IBM
2002-07-31,Buckingham Research,Downgrade,Accumulate,Neutral,IBM
2002-07-18,Bear Stearns,Downgrade,Attractive,Neutral,IBM
2002-07-17,Soundview Technology,Initiated,,Outperform,IBM
2002-04-18,Deutsche Securities,Upgrade,Buy,Strong Buy,IBM
2002-04-09,Buckingham Research,Downgrade,Strong Buy,Accumulate,IBM
2002-03-11,Bernstein,Downgrade,Outperform,Mkt Perform,IBM
2002-03-05,First Albany,Initiated,,Buy,IBM
2002-01-30,Buckingham Research,Upgrade,Accumulate,Strong Buy,IBM
2002-01-17,Lehman Brothers,Upgrade,Mkt Perform,Buy,IBM
2001-12-13,Thomas Weisel,Initiated,,Buy,IBM
2001-12-12,Buckingham Research,Downgrade,Strong Buy,Accumulate,IBM
2001-12-06,ABN AMRO,Initiated,,Buy,IBM
2001-11-01,Morgan Stanley,Initiated,,Neutral,IBM
2001-09-07,Banc of America Sec,Initiated,,Buy,IBM
2001-06-20,Deutsche Bc Alex. Br,Initiated,,Mkt Perform,IBM
2001-05-11,Bear Stearns,Downgrade,Buy,Attractive,IBM
2001-04-19,Goldman Sachs,Upgrade,Mkt Outperform,Recomm List,IBM
2001-04-19,Dresdner Klnwrt Wass,Upgrade,Add,Buy,IBM
2001-03-23,Buckingham Research,Upgrade,Accumulate,Strong Buy,IBM
2000-12-20,Merrill Lynch,Downgrade,NT Accum,NT Neutral,IBM
2000-12-20,AG Edwards,Downgrade,Accumulate,Maintain Position,IBM
2000-10-18,Deutsche Bc Alex. Br,Downgrade,Strong Buy,Mkt Perform,IBM
2000-10-18,Goldman Sachs,Downgrade,Recommended List,Market Outperform,IBM
2000-10-18,Prudential,Downgrade,Accumulate,Hold,IBM
2000-10-18,Wasserstein Perella,Downgrade,Strong Buy,Buy,IBM
2000-10-13,CSFB,Initiated,,Hold,IBM
2000-07-20,Wit SoundView,Upgrade,Buy,Strong Buy,IBM
2000-07-20,Lehman Brothers,Upgrade,Outperform,Buy,IBM
2000-07-20,AG Edwards,Upgrade,Maintain Position,Accumulate,IBM
2000-06-08,Friedman Billings,Upgrade,Accumulate,Buy,IBM
2000-04-19,Banc of America Sec,Downgrade,Strong Buy,Buy,IBM
2000-03-27,Mrgn Stnly Dn Wttr,Upgrade,Neutral,Outperform,IBM
2000-01-20,Robertson Stephens,Upgrade,LT Attractive,Buy,IBM
2000-01-20,Merrill Lynch,Upgrade,NT Neutral,NT Accum,IBM
2000-01-20,CIBC Wrld Mkts,Upgrade,Hold,Buy,IBM
2000-01-05,Banc of America Sec,Upgrade,Buy,Strong Buy,IBM
1999-12-03,Banc of America Sec,Initiated,,Buy,IBM
1999-11-15,AG Edwards,Upgrade,Reduce,Maintain Position,IBM
1999-10-29,Prudential,Initiated,,Accumulate,IBM
1999-10-21,AG Edwards,Downgrade,Maintain Position,Reduce,IBM
1999-10-21,Friedman Billings,Downgrade,Buy,Accumulate,IBM
1999-10-21,Lehman Brothers,Downgrade,Buy,Outperform,IBM
1999-10-21,Merrill Lynch,Downgrade,NT Buy,NT Neutral,IBM
1999-10-21,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Neutral,IBM
1999-09-28,Sanford Bernstein,Initiated,,Outperform,IBM
1999-01-22,Mrgn Stnly Dn Wttr,Downgrade,Strong Buy,Outperform,IBM
1999-01-22,BB Rbrtsn Stphns,Downgrade,Buy,LT Attractive,IBM
1998-11-23,Friedman Billings,Initiated,,Buy,IBM
1998-11-23,Gruntal & Co,Downgrade,Buy,Hold,IBM
1998-11-11,BT Alex. Brown,Initiated,,Strong Buy,IBM
1998-10-13,CIBC Oppenheimer,Downgrade,Strong Buy,Buy,IBM
1998-09-03,PaineWebber,Initiated,,Buy,IBM
1998-08-31,JP Morgan,Initiated,,Buy,IBM
1998-07-21,BA Rbtsn Stphns,Upgrade,Mkt Perform,Buy,IBM
1998-07-21,Merrill Lynch,Upgrade,NT Accumulate,NT Buy,IBM
1998-07-21,Mgn Stnly Dn Witter,Upgrade,Outperform,Strong Buy,IBM
1998-07-21,Prudential,Upgrade,Hold,Buy,IBM
1998-06-18,Goldman Sachs,Downgrade,Glbl Priority Lst,US Recomm. List,IBM
1998-05-14,Bear Stearns,Upgrade,Attractive,Buy,IBM
1998-04-21,Morgan Stanley,Upgrade,Neutral,Outperform,IBM
1998-04-21,Lehman Bros,Upgrade,Neutral,Outperform,IBM
1998-02-27,Morgan Stanley,Initiated,,Neutral,IBM
2015-01-16,Charter Equity,Downgrade,Buy,Mkt Perform,INTC
2015-01-05,MKM Partners,Upgrade,Neutral,Buy,INTC
2014-10-08,Northland Capital,Initiated,,Market Perform,INTC
2014-07-16,UBS,Upgrade,Neutral,Buy,INTC
2014-07-15,Imperial Capital,Initiated,,Outperform,INTC
2014-04-07,Pacific Crest,Upgrade,Sector Perform,Outperform,INTC
2013-11-27,RBC Capital Mkts,Downgrade,Outperform,Sector Perform,INTC
2013-11-19,Mizuho,Initiated,,Buy,INTC
2013-11-12,MKM Partners,Downgrade,Buy,Neutral,INTC
2013-08-30,Argus,Upgrade,Hold,Buy,INTC
2013-07-08,Evercore,Downgrade,Equal Weight,Underweight,INTC
2013-06-03,FBR Capital,Upgrade,Mkt Perform,Outperform,INTC
2013-05-06,RBC Capital Mkts,Upgrade,Sector Perform,Outperform,INTC
2013-04-11,Argus,Downgrade,Buy,Hold,INTC
2012-11-16,Standpoint Research,Upgrade,Hold,Buy,INTC
2012-09-26,Caris & Company,Downgrade,Buy,Above Average,INTC
2012-09-18,RBC Capital Mkts,Downgrade,Outperform,Sector Perform,INTC
2012-09-17,Longbow,Downgrade,Buy,Neutral,INTC
2012-06-27,Northland Securities,Initiated,,Market Perform,INTC
2012-03-12,Avian,Initiated,,Neutral,INTC
2012-02-06,Maxim Group,Initiated,,Buy,INTC
2012-01-20,Kaufman Bros,Downgrade,Buy,Hold,INTC
2012-01-06,Sterne Agee,Downgrade,Buy,Neutral,INTC
2012-01-03,Barclays Capital,Downgrade,Overweight,Equal Weight,INTC
2011-10-13,Avian,Downgrade,Positive,Neutral,INTC
2011-10-12,RBC Capital Mkts,Initiated,,Outperform,INTC
2011-08-08,Standpoint Research,Upgrade,Hold,Buy,INTC
2011-04-20,FBR Capital,Upgrade,Mkt Perform,Outperform,INTC
2011-04-11,Standpoint Research,Upgrade,Hold,Buy,INTC
2011-03-04,Robert W. Baird,Upgrade,Neutral,Outperform,INTC
2011-02-25,Longbow,Initiated,,Buy,INTC
2010-12-07,Standpoint Research,Downgrade,Buy,Hold,INTC
2010-11-08,UBS,Upgrade,Neutral,Buy,INTC
2010-09-09,Standpoint Research,Initiated,,Buy,INTC
2010-09-08,UBS,Downgrade,Buy,Neutral,INTC
2010-08-30,Charter Equity,Downgrade,Buy,Mkt Perform,INTC
2010-08-10,Robert W. Baird,Downgrade,Outperform,Neutral,INTC
2010-04-27,Sterne Agee,Initiated,,Buy,INTC
2010-04-13,Rodman & Renshaw,Initiated,,Mkt Outperform,INTC
2010-02-25,RBC Capital Mkts,Initiated,,Outperform,INTC
2010-01-15,ThinkEquity,Upgrade,Hold,Buy,INTC
2010-01-11,Auriga U.S.A,Upgrade,Sell,Hold,INTC
2010-01-04,Robert W. Baird,Upgrade,Neutral,Outperform,INTC
2009-12-17,Caris & Company,Initiated,,Buy,INTC
2009-11-20,BMO Capital Markets,Initiated,,Outperform,INTC
2009-10-28,Roth Capital,Downgrade,Buy,Hold,INTC
2009-10-27,Kaufman Bros,Initiated,,Buy,INTC
2009-10-02,Oppenheimer,Upgrade,Perform,Outperform,INTC
2009-09-11,Roth Capital,Upgrade,Hold,Buy,INTC
2009-07-22,JMP Securities,Upgrade,Mkt Perform,Mkt Outperform,INTC
2009-04-15,BMO Capital Markets,Downgrade,Outperform,Market Perform,INTC
2009-03-18,Needham,Upgrade,Hold,Buy,INTC
2009-03-16,Caris & Company,Upgrade,Below Average,Buy,INTC
2009-03-12,AmTech Research,Upgrade,Neutral,Buy,INTC
2009-01-14,Auriga U.S.A,Initiated,,Sell,INTC
2009-01-08,Argus,Downgrade,Buy,Hold,INTC
2008-12-18,Jefferies & Co,Downgrade,Buy,Underperform,INTC
2008-11-13,Global Crown Capital,Downgrade,Overweight,Neutral,INTC
2008-11-10,Global Crown Capital,Upgrade,Neutral,Overweight,INTC
2008-09-12,AmTech Research,Downgrade,Buy,Neutral,INTC
2008-09-04,Collins Stewart,Initiated,,Buy,INTC
2008-04-10,Banc of America Sec,Upgrade,Neutral,Buy,INTC
2008-04-09,Wedbush Morgan,Initiated,,Buy,INTC
2008-03-28,Piper Jaffray,Initiated,,Neutral,INTC
2008-01-17,Charter Equity,Downgrade,Buy,Mkt Perform,INTC
2008-01-04,JP Morgan,Downgrade,Overweight,Neutral,INTC
2008-01-02,Banc of America Sec,Downgrade,Buy,Neutral,INTC
2007-11-21,Robert W. Baird,Initiated,,Neutral,INTC
2007-10-04,Wachovia,Initiated,,Outperform,INTC
2007-09-10,Nollenberger Capital,Initiated,,Buy,INTC
2007-08-16,Credit Suisse,Upgrade,Underperform,Outperform,INTC
2007-07-19,Charter Equity,Initiated,,Buy,INTC
2007-07-18,JMP Securities,Downgrade,Mkt Outperform,Mkt Perform,INTC
2007-06-28,Lehman Brothers,Upgrade,Equal-weight,Overweight,INTC
2007-06-01,BMO Capital Markets,Initiated,,Outperform,INTC
2007-05-14,Davenport,Upgrade,Neutral,Buy,INTC
2007-04-19,FTN Midwest,Upgrade,Neutral,Buy,INTC
2007-04-18,Am Tech/JSA Research,Upgrade,Neutral,Buy,INTC
2007-04-18,JP Morgan,Upgrade,Neutral,Overweight,INTC
2007-01-24,Am Tech/JSA Research,Downgrade,Buy,Neutral,INTC
2007-01-05,Credit Suisse,Downgrade,Neutral,Underperform,INTC
2006-12-18,Nollenberger Capital,Initiated,,Buy,INTC
2006-11-08,Caris & Company,Downgrade,Buy,Above Average,INTC
2006-11-06,Bernstein,Downgrade,Mkt Perform,Underperform,INTC
2006-10-20,FTN Midwest,Initiated,,Neutral,INTC
2006-10-17,Goldman Sachs,Downgrade,Buy,Neutral,INTC
2006-10-12,UBS,Initiated,,Buy,INTC
2006-10-06,Deutsche Securities,Initiated,,Buy,INTC
2006-09-18,Thomas Weisel,Downgrade,Outperform,Peer Perform,INTC
2006-08-28,Friedman Billings,Upgrade,Mkt Perform,Outperform,INTC
2006-08-16,Cowen & Co,Initiated,,Outperform,INTC
2006-08-09,Matrix Research,Downgrade,Strong Buy,Sell,INTC
2006-07-18,Caris & Company,Upgrade,Above Average,Buy,INTC
2006-06-19,UBS,Upgrade,Neutral,Buy,INTC
2006-06-16,HSBC Securities,Upgrade,Neutral,Overweight,INTC
2006-06-14,Goldman Sachs,Upgrade,In-Line,Outperform,INTC
2006-06-12,First Albany,Upgrade,Neutral,Buy,INTC
2006-05-08,Caris & Company,Upgrade,Average,Above Average,INTC
2006-05-08,Am Tech/JSA Research,Upgrade,Hold,Buy,INTC
2006-04-27,Caris & Company,Upgrade,Below Average,Average,INTC
2006-03-27,First Albany,Upgrade,Underperform,Neutral,INTC
2006-03-07,Susquehanna Financial,Downgrade,Positive,Neutral,INTC
2006-03-06,Ferris Baker Watts,Upgrade,Neutral,Buy,INTC
2006-03-06,Citigroup,Upgrade,Hold,Buy,INTC
2006-03-03,Caris & Company,Downgrade,Average,Below Average,INTC
2006-02-27,JMP Securities,Upgrade,Mkt Perform,Mkt Outperform,INTC
2006-02-24,Friedman Billings,Downgrade,Outperform,Mkt Perform,INTC
2006-01-23,Bernstein,Downgrade,Outperform,Mkt Perform,INTC
2006-01-18,Piper Jaffray,Downgrade,Outperform,Market Perform,INTC
2006-01-18,Citigroup,Downgrade,Buy,Hold,INTC
2006-01-18,UBS,Downgrade,Buy,Neutral,INTC
2006-01-18,JMP Securities,Downgrade,Strong Buy,Mkt Perform,INTC
2006-01-18,Lehman Brothers,Downgrade,Overweight,Equal-weight,INTC
2006-01-18,Needham & Co,Downgrade,Buy,Hold,INTC
2006-01-18,Soleil,Downgrade,Buy,Hold,INTC
2006-01-18,Caris & Company,Downgrade,Above Average,Average,INTC
2005-12-06,Am Tech/JSA Research,Initiated,,Hold,INTC
2005-11-08,Banc of America Sec,Initiated,,Buy,INTC
2005-10-19,JMP Securities,Upgrade,Mkt Perform,Strong Buy,INTC
2005-10-18,Caris & Company,Upgrade,Average,Above Average,INTC
2005-10-12,Prudential,Downgrade,Neutral,Underweight,INTC
2005-09-16,CSFB,Upgrade,Underperform,Neutral,INTC
2005-08-25,Caris & Company,Downgrade,Above Average,Average,INTC
2005-08-12,Caris & Company,Downgrade,Buy,Above Average,INTC
2005-08-11,Goldman Sachs,Downgrade,Outperform,In-Line,INTC
2005-08-10,Fulcrum,Initiated,,Buy,INTC
2005-07-20,JMP Securities,Downgrade,Strong Buy,Mkt Perform,INTC
2005-07-20,JP Morgan,Downgrade,Overweight,Neutral,INTC
2005-06-29,Friedman Billings,Upgrade,Mkt Perform,Outperform,INTC
2005-04-29,Jefferies & Co,Initiated,,Buy,INTC
2005-04-18,Wells Fargo Sec,Upgrade,Sell,Hold,INTC
2005-03-18,Deutsche Securities,Upgrade,Hold,Buy,INTC
2005-03-01,JP Morgan,Upgrade,Neutral,Overweight,INTC
2005-03-01,Susquehanna Financial,Upgrade,Net Neutral,Net Positive,INTC
2005-02-01,Moors & Cabot,Initiated,,Buy,INTC
2005-01-12,Piper Jaffray,Upgrade,Market Perform,Outperform,INTC
2005-01-12,JMP Securities,Upgrade,Mkt Perform,Strong Buy,INTC
2004-12-21,Lehman Brothers,Upgrade,Equal-weight,Overweight,INTC
2004-12-06,JMP Securities,Downgrade,Mkt Outperform,Mkt Perform,INTC
2004-12-03,Needham & Co,Upgrade,Hold,Buy,INTC
2004-11-23,CSFB,Downgrade,Outperform,Underperform,INTC
2004-11-17,Caris & Company,Upgrade,Above Average,Buy,INTC
2004-11-16,Wedbush Morgan,Downgrade,Buy,Hold,INTC
2004-11-15,First Albany,Downgrade,Buy,Underperform,INTC
2004-11-12,Wells Fargo Sec,Initiated,,Sell,INTC
2004-09-07,Lehman Brothers,Downgrade,Overweight,Equal-weight,INTC
2004-08-31,FTN Midwest,Downgrade,Buy,Neutral,INTC
2004-08-19,RBC Capital Mkts,Initiated,,Sector Perform,INTC
2004-07-14,Morgan Stanley,Downgrade,Overweight,Equal-weight,INTC
2004-07-14,Harris Nesbitt,Downgrade,Outperform,Neutral,INTC
2004-07-14,Prudential,Downgrade,Overweight,Neutral,INTC
2004-07-12,Merrill Lynch,Downgrade,Buy,Neutral,INTC
2004-07-02,Deutsche Securities,Downgrade,Buy,Hold,INTC
2004-04-26,Caris & Company,Upgrade,Average,Above Average,INTC
2004-04-12,Raymond James,Initiated,,Outperform,INTC
2004-04-12,ThinkEquity,Upgrade,Equal Weight,Overweight,INTC
2004-04-02,Legg Mason,Initiated,,Buy,INTC
2004-03-17,Caris & Company,Initiated,,Average,INTC
2004-03-12,Oppenheimer,Upgrade,Neutral,Buy,INTC
2004-03-01,JP Morgan,Downgrade,Overweight,Neutral,INTC
2004-01-13,Harris Nesbitt Gerard,Initiated,,Outperform,INTC
2004-01-07,Bernstein,Upgrade,Mkt Perform,Outperform,INTC
2003-12-17,AG Edwards,Initiated,,Buy,INTC
2003-12-11,SG Cowen,Initiated,,Outperform,INTC
2003-11-10,JP Morgan,Upgrade,Neutral,Overweight,INTC
2003-10-10,Deutsche Securities,Upgrade,Hold,Buy,INTC
2003-09-30,CSFB,Initiated,,Outperform,INTC
2003-09-26,JP Morgan,Upgrade,Underweight,Neutral,INTC
2003-09-02,Banc of America Sec,Initiated,,Buy,INTC
2003-08-20,Prudential,Initiated,,Buy,INTC
2003-07-16,Bear Stearns,Upgrade,Peer Perform,Outperform,INTC
2003-07-16,Friedman Billings,Upgrade,Mkt Perform,Outperform,INTC
2003-07-14,Merrill Lynch,Upgrade,Neutral,Buy,INTC
2003-07-11,Thomas Weisel,Upgrade,Peer Perform,Outperform,INTC
2003-06-30,Smith Barney Citigroup,Upgrade,In-line,Outperform,INTC
2003-06-13,Deutsche Securities,Downgrade,Buy,Hold,INTC
2003-06-06,Wedbush Morgan,Upgrade,Hold,Buy,INTC
2003-05-23,Bear Stearns,Initiated,,Peer Perform,INTC
2003-04-23,Fahnestock,Initiated,,Neutral,INTC
2003-04-16,First Albany,Downgrade,Strong Buy,Buy,INTC
2003-03-25,Fulcrum,Initiated,,Neutral,INTC
2003-02-20,Merrill Lynch,Upgrade,Sell,Neutral,INTC
2003-02-19,Morgan Stanley,Upgrade,Equal-weight,Overweight,INTC
2003-01-15,CIBC Wrld Mkts,Upgrade,Sector Underperform,Sector Perform,INTC
2002-12-13,JP Morgan,Initiated,,Underweight,INTC
2002-12-13,Deutsche Securities,Initiated,,Buy,INTC
2002-12-02,Lehman Brothers,Upgrade,Equal-weight,Overweight,INTC
2002-11-25,Bernstein,Downgrade,Outperform,Mkt Perform,INTC
2002-11-15,Merrill Lynch,Downgrade,Neutral,Sell,INTC
2002-11-05,JMP Securities,Initiated,,Mkt Outperform,INTC
2002-10-16,Salomon Smth Brny,Downgrade,Outperform,In-line,INTC
2002-10-16,CIBC Wrld Mkts,Downgrade,Sector Perform,Sector Underperform,INTC
2002-10-16,Banc of America Sec,Downgrade,Buy,Mkt Perform,INTC
2002-10-16,Prudential,Downgrade,Buy,Hold,INTC
2002-10-11,RBC Capital Mkts,Initiated,,Outperform,INTC
2002-10-02,Bernstein,Initiated,,Outperform,INTC
2002-09-27,Wachovia Sec,Initiated,,Hold,INTC
2002-09-06,Lehman Brothers,Upgrade,Underweight,Equal-weight,INTC
2002-06-24,Investec Inc,Initiated,,Strong Buy,INTC
2002-06-10,First Albany,Upgrade,Buy,Strong Buy,INTC
2002-06-07,CIBC Wrld Mkts,Downgrade,Strong Buy,Buy,INTC
2002-06-07,JP Morgan,Downgrade,LT Buy,Mkt Perform,INTC
2002-06-06,Merrill Lynch,Downgrade,NT Strong Buy,NT Neutral,INTC
2002-05-29,Pacific Crest,Initiated,,Buy,INTC
2002-05-14,Robertson Stephens,Upgrade,Mkt Perform,Buy,INTC
2002-04-30,First Albany,Initiated,,Buy,INTC
2002-03-05,Morgan Stanley,Upgrade,Outperform,Strong Buy,INTC
2002-02-20,Wedbush Morgan,Initiated,,Hold,INTC
2002-01-31,Merrill Lynch,Upgrade,NT Buy,NT Strong Buy,INTC
2002-01-16,CSFB,Upgrade,Hold,Buy,INTC
2001-11-16,AG Edwards,Downgrade,Buy,Hold,INTC
2001-11-02,ABN AMRO,Upgrade,Reduce,Hold,INTC
2001-10-17,Morgan Stanley,Upgrade,Neutral,Outperform,INTC
2001-10-17,Merrill Lynch,Upgrade,NT Neutral,NT Accum,INTC
2001-10-02,UBS Warburg,Initiated,,Buy,INTC
2001-07-17,ABN AMRO,Downgrade,Hold,Reduce,INTC
2001-05-30,ABN AMRO,Initiated,,Hold,INTC
2001-04-23,Merrill Lynch,Downgrade,NT Accum,NT Neutral,INTC
2001-04-18,ABN AMRO,Upgrade,Hold,Add,INTC
2001-04-18,Banc of America Sec,Upgrade,Mkt Perform,Buy,INTC
2001-04-18,CIBC Wrld Mkts,Upgrade,Buy,Strong Buy,INTC
2001-04-18,Dresdner Klnwrt Wass,Upgrade,Add,Buy,INTC
2001-04-18,Josephthal & Co,Upgrade,Hold,Buy,INTC
2001-04-18,Prudential,Upgrade,Hold,Strong Buy,INTC
2001-04-17,Thomas Weisel,Downgrade,Buy,Mkt Perform,INTC
2001-04-11,Salomon Smth Brny,Upgrade,Outperform,Buy,INTC
2001-03-28,Banc of America Sec,Initiated,,Mkt Perform,INTC
2001-03-16,Thomas Weisel,Initiated,,Buy,INTC
2001-03-09,Prudential,Downgrade,Accumulate,Hold,INTC
2001-02-13,CSFB,Downgrade,Buy,Hold,INTC
2001-01-17,Lehman Brothers,Downgrade,Buy,Mkt Perform,INTC
2000-12-08,Chase H&Q,Downgrade,Buy,Market Perform,INTC
2000-12-08,ABN AMRO,Downgrade,Add,Hold,INTC
2000-12-08,CIBC Wrld Mkts,Upgrade,Hold,Buy,INTC
2000-12-08,AG Edwards,Upgrade,Maintain Position,Accumulate,INTC
2000-11-30,AG Edwards,Downgrade,Accumulate,Maintain Position,INTC
2000-11-30,Lehman Brothers,Downgrade,Buy,Outperform,INTC
2000-11-20,Wit SoundView,Downgrade,Strong Buy,Buy,INTC
2000-11-10,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Neutral,INTC
2000-10-18,ABN AMRO,Upgrade,Hold,Outperform,INTC
2000-10-18,Chase H&Q,Upgrade,Market Perform,Buy,INTC
2000-10-18,CSFB,Downgrade,Strong Buy,Buy,INTC
2000-10-18,Merrill Lynch,Downgrade,LT Buy,LT Accum,INTC
2000-09-22,ABN AMRO,Downgrade,Buy,Hold,INTC
2000-09-22,AG Edwards,Downgrade,Buy,Accumulate,INTC
2000-09-22,CIBC Wrld Mkts,Downgrade,Buy,Hold,INTC
2000-09-22,Deutsche Bc Alex. Br,Downgrade,Strong Buy,Mkt Underperform,INTC
2000-09-22,Dresdner Klnwrt Bnsn,Downgrade,Buy,Add,INTC
2000-09-22,Goldman Sachs,Downgrade,Recommended List,Market Outperform,INTC
2000-09-22,Mrgn Stnly Dn Wttr,Downgrade,Strong Buy,Outperform,INTC
2000-09-22,Prudential,Downgrade,Strong Buy,Accumulate,INTC
2000-09-22,Salomon Smth Brny,Downgrade,Buy,Outperform,INTC
2000-09-19,Banc of America Sec,Upgrade,Market Perform,Buy,INTC
2000-09-14,ABN AMRO,Upgrade,Outperform,Buy,INTC
2000-09-13,Banc of America Sec,Downgrade,Strong Buy,Market Perform,INTC
2000-09-05,USB Piper Jaffray,Downgrade,Strong Buy,Buy,INTC
2000-07-19,Chase H&Q,Upgrade,Buy,Strong Buy,INTC
2000-06-07,ABN AMRO,Downgrade,Buy,Outperform,INTC
2000-05-30,Lehman Brothers,Initiated,,Buy,INTC
2000-05-03,Josephthal & Co,Downgrade,Buy,Hold,INTC
2000-04-19,Needham & Co,Downgrade,Hold,Avoid,INTC
2000-04-18,Mrgn Stnly Dn Wttr,Upgrade,Outperform,Strong Buy,INTC
2000-04-17,ABN AMRO,Upgrade,Outperform,Buy,INTC
2000-04-13,ABN AMRO,Upgrade,Hold,Outperform,INTC
2000-03-27,PaineWebber,Initiated,,Attractive,INTC
2000-03-21,Chase H&Q,Initiated,,Buy,INTC
2000-03-13,Robertson Stephens,Upgrade,Buy,Strong Buy,INTC
2000-01-11,CSFB,Upgrade,Buy,Strong Buy,INTC
2000-01-10,Robertson Stephens,Upgrade,LT Attractive,Buy,INTC
2000-01-06,ABN AMRO,Downgrade,Outperform,Hold,INTC
1999-12-13,Prudential,Downgrade,Strong Buy,Accumulate,INTC
