Date,Research Firm,Action,From,To,Ticker
2003-02-14,AG Edwards,Upgrade,Hold,Buy,JNJ
2003-01-13,Thomas Weisel,Downgrade,Buy,Attractive,JNJ
2002-10-23,CIBC Wrld Mkts,Downgrade,Sector Outperform,Sector Perform,JNJ
2002-10-09,USB Piper Jaffray,Downgrade,Strong Buy,Outperform,JNJ
2002-09-12,AG Edwards,Downgrade,Buy,Hold,JNJ
2002-08-22,Thomas Weisel,Initiated,,Buy,JNJ
2002-07-19,Merrill Lynch,Downgrade,NT Strong Buy,NT Buy,JNJ
2002-07-16,AG Edwards,Upgrade,Hold,Buy,JNJ
2002-07-09,Fulcrum,Downgrade,Trading Sell,Sell,JNJ
2002-07-02,Morgan Stanley,Upgrade,Equal-weight,Overweight,JNJ
2002-04-09,Fulcrum,Initiated,,Sell,JNJ
2002-04-08,AG Edwards,Downgrade,Buy,Hold,JNJ
2002-02-26,Buckingham Research,Initiated,,Strong Buy,JNJ
2002-02-25,SG Cowen,Upgrade,Buy,Strong Buy,JNJ
2001-11-29,Morgan Stanley,Downgrade,Outperform,Neutral,JNJ
2001-11-07,Credit Lyonnais Sec,Initiated,,Buy,JNJ
2001-10-17,Merrill Lynch,Upgrade,NT Accum,NT Buy,JNJ
2001-10-02,UBS Warburg,Downgrade,Strong Buy,Hold,JNJ
2001-08-17,AG Edwards,Initiated,,Accumulate,JNJ
2001-07-18,ABN AMRO,Downgrade,Buy,Hold,JNJ
2001-05-18,Lehman Brothers,Upgrade,Mkt Perform,Buy,JNJ
2001-04-18,Gruntal & Co,Upgrade,NT Mkt Performer,NT Outperformer,JNJ
2001-03-28,Mrgn Stnly Dn Wttr,Upgrade,Neutral,Outperform,JNJ
2001-03-27,USB Piper Jaffray,Upgrade,Buy,Strong Buy,JNJ
2001-03-16,Prudential,Initiated,,Strong Buy,JNJ
2001-02-12,Banc of America Sec,Upgrade,Buy,Strong Buy,JNJ
2001-01-24,Salomon Smth Brny,Downgrade,Buy,Outperform,JNJ
2001-01-23,ABN AMRO,Upgrade,Add,Buy,JNJ
2000-11-13,ABN AMRO,Initiated,,Add,JNJ
2000-11-09,Raymond James,Initiated,,Mkt Perform,JNJ
2000-10-18,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Neutral,JNJ
2000-09-22,USB Piper Jaffray,Initiated,,Buy,JNJ
2000-09-22,Lehman Brothers,Initiated,,Neutral,JNJ
2000-06-26,PaineWebber,Upgrade,Neutral,Buy,JNJ
2000-04-18,Bear Stearns,Upgrade,Attractive,Buy,JNJ
2000-04-17,DLJ,Upgrade,Buy,Top Pick,JNJ
2000-04-17,Bear Stearns,Upgrade,Attractive,Buy,JNJ
2000-03-24,JP Morgan,Downgrade,LT Buy,Mkt Perform,JNJ
2000-03-24,SG Cowen,Downgrade,Strong Buy,Buy,JNJ
2000-03-24,Merrill Lynch,Downgrade,NT Buy,NT Accum,JNJ
2000-03-24,Gruntal & Co,Downgrade,NT/LT Outperformer,NT/LT Mkt Performer,JNJ
2000-03-14,Salomon Smth Brny,Upgrade,Outperform,Buy,JNJ
2000-02-29,CSFB,Initiated,,Strong Buy,JNJ
2000-02-16,CSFB,Upgrade,Hold,Buy,JNJ
2000-01-26,Bear Stearns,Upgrade,Neutral,Attractive,JNJ
1999-08-05,SG Cowen,Initiated,,Strong Buy,JNJ
1999-08-03,JP Morgan,Upgrade,Mkt Perform,Buy,JNJ
1999-07-21,CIBC World Markets,Upgrade,Hold,Buy,JNJ
1999-04-30,PaineWebber,Downgrade,Attractive,Neutral,JNJ
1999-04-08,Merrill Lynch,Initiated,,NT/LT Buy,JNJ
1999-03-25,CIBC Oppenheimer,Initiated,,Hold,JNJ
1999-03-15,DLJ,Upgrade,Mkt Perform,Buy,JNJ
1999-02-26,Schroder & Co,Initiated,,Outperform,JNJ
1999-02-23,CS First Boston,Initiated,,Hold,JNJ
1999-01-27,Prudential,Upgrade,Hold,Accumulate,JNJ
1998-12-21,BT Alex. Brown,Downgrade,Strong Buy,Buy,JNJ
1998-12-04,SG Cowan & Co,Upgrade,Buy,Strong Buy,JNJ
1998-11-26,DLJ,Downgrade,Top Pick,Buy,JNJ
1998-11-25,DLJ,Downgrade,Top Pick,Buy,JNJ
1998-10-05,JP Morgan,Initiated,,Mkt Performer,JNJ
1998-07-28,DLJ,Upgrade,Buy,Top Pick,JNJ
1998-07-15,Merrill Lynch,Upgrade,NT Accumulate,NT Buy,JNJ
1998-07-06,Prudential,Downgrade,Buy,Hold,JNJ
1998-06-08,PaineWebber,Downgrade,Buy,Attractive,JNJ
1998-05-26,Dain Rauscher,Initiated,,Buy,JNJ
2014-10-15,Argus,Upgrade,Hold,Buy,JPM
2014-10-02,UBS,Downgrade,Buy,Neutral,JPM
2014-07-21,FBR Capital,Upgrade,Mkt Perform,Outperform,JPM
2014-05-21,MKM Partners,Initiated,,Buy,JPM
2013-07-24,Standpoint Research,Downgrade,Buy,Hold,JPM
2013-04-24,Standpoint Research,Upgrade,Hold,Buy,JPM
2013-01-08,Standpoint Research,Downgrade,Buy,Hold,JPM
2013-01-03,Sterne Agee,Upgrade,Neutral,Buy,JPM
2012-11-16,Standpoint Research,Upgrade,Hold,Buy,JPM
2012-09-14,Standpoint Research,Downgrade,Buy,Hold,JPM
2012-07-30,Deutsche Bank,Downgrade,Buy,Hold,JPM
2012-05-21,JMP Securities,Downgrade,Mkt Perform,Mkt Underperform,JPM
2012-05-14,Standpoint Research,Upgrade,Hold,Buy,JPM
2012-05-11,FBR Capital,Downgrade,Outperform,Mkt Perform,JPM
2012-05-11,Stifel Nicolaus,Downgrade,Buy,Hold,JPM
2012-03-23,Standpoint Research,Downgrade,Buy,Hold,JPM
2012-02-29,Standpoint Research,Initiated,,Buy,JPM
2011-05-20,Stifel Nicolaus,Initiated,,Hold,JPM
2011-05-04,UBS,Initiated,,Buy,JPM
2010-06-16,FBR Capital,Initiated,,Outperform,JPM
2010-01-22,Citigroup,Upgrade,Hold,Buy,JPM
2010-01-15,Oppenheimer,Upgrade,Perform,Outperform,JPM
2010-01-14,Ladenburg Thalmann,Initiated,,Buy,JPM
2009-09-23,Collins Stewart,Initiated,,Buy,JPM
2009-08-06,Deutsche Securities,Initiated,,Buy,JPM
2009-04-17,Fox Pitt,Downgrade,Outperform,In Line,JPM
2009-04-14,Wachovia,Initiated,,Mkt Perform,JPM
2009-03-13,Robert W. Baird,Initiated,,Outperform,JPM
2009-03-02,Keefe Bruyette,Upgrade,Mkt Perform,Outperform,JPM
2008-12-08,Ladenburg Thalmann,Upgrade,Neutral,Buy,JPM
2008-07-01,Fox Pitt,Downgrade,Outperform,In Line,JPM
2008-03-11,Fox Pitt,Upgrade,In Line,Outperform,JPM
2008-01-17,Oppenheimer,Downgrade,Outperform,Perform,JPM
2007-12-17,Citigroup,Downgrade,Buy,Hold,JPM
2007-12-11,Keefe Bruyette,Downgrade,Outperform,Mkt Perform,JPM
2007-08-13,Deutsche Securities,Upgrade,Hold,Buy,JPM
2007-07-19,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,JPM
2007-07-18,"Punk, Ziegel & Co",Downgrade,Buy,Mkt Perform,JPM
2007-06-21,Keefe Bruyette,Upgrade,Mkt Perform,Outperform,JPM
2007-05-01,AG Edwards,Initiated,,Hold,JPM
2007-04-12,Deutsche Securities,Initiated,,Hold,JPM
2006-06-21,Prudential,Downgrade,Overweight,Neutral,JPM
2006-01-31,Prudential,Upgrade,Neutral,Overweight,JPM
2006-01-12,Piper Jaffray,Downgrade,Outperform,Market Perform,JPM
2006-01-09,Prudential,Upgrade,Underweight,Neutral,JPM
2005-11-18,Morgan Stanley,Downgrade,Overweight,Equal-weight,JPM
2005-09-07,Piper Jaffray,Upgrade,Market Perform,Outperform,JPM
2005-07-21,CIBC Wrld Mkts,Upgrade,Sector Underperform,Sector Perform,JPM
2005-04-21,Prudential,Downgrade,Neutral,Underweight,JPM
2005-04-18,Banc of America Sec,Upgrade,Neutral,Buy,JPM
2005-03-02,CIBC Wrld Mkts,Initiated,,Sector Underperform,JPM
2004-12-13,Banc of America Sec,Initiated,,Neutral,JPM
2004-12-09,Morgan Stanley,Initiated,,Overweight,JPM
2004-11-16,Piper Jaffray,Downgrade,Outperform,Market Perform,JPM
2004-07-22,UBS,Downgrade,Buy,Neutral,JPM
2004-06-25,Bear Stearns,Initiated,,Outperform,JPM
2004-05-10,Prudential,Downgrade,Overweight,Neutral,JPM
2004-01-07,Friedman Billings,Upgrade,Mkt Perform,Outperform,JPM
2004-01-06,Prudential,Upgrade,Neutral,Overweight,JPM
2003-10-03,UBS,Initiated,,Buy,JPM
2003-01-08,UBS Warburg,Downgrade,Buy,Hold,JPM
2002-09-18,AG Edwards,Downgrade,Buy,Hold,JPM
2002-09-09,Merrill Lynch,Downgrade,Buy,Neutral,JPM
2002-07-18,Merrill Lynch,Downgrade,NT Strong Buy,NT Buy,JPM
2002-04-15,Prudential,Upgrade,Sell,Hold,JPM
2002-03-19,Friedman Billings,Initiated,,Accumulate,JPM
2002-03-07,AG Edwards,Downgrade,Strong Buy,Buy,JPM
2002-03-06,Deutsche Bc Alex. Br,Upgrade,Buy,Strong Buy,JPM
2002-02-25,Wachovia Sec,Downgrade,Mkt Perform,Underperform,JPM
2001-11-27,USB Piper Jaffray,Upgrade,Neutral,Buy,JPM
2001-07-13,Raymond James,Initiated,,Mkt Perform,JPM
2001-07-11,USB Piper Jaffray,Initiated,,Neutral,JPM
2001-06-19,First Union Sec,Initiated,,Mkt Perform,JPM
2001-06-07,Keefe Bruyette,Downgrade,Outperform,Mkt Perform,JPM
2001-05-14,Goldman Sachs,Initiated,,Mkt Outperform,JPM
2001-05-11,Bear Stearns,Initiated,,Attractive,JPM
2001-05-07,Prudential,Downgrade,Hold,Sell,JPM
2001-03-08,Prudential,Initiated,,Hold,JPM
2000-11-13,Wasserstein Perella,Downgrade,Buy,Hold,JPM
2000-09-13,Deutsche Bc Alex. Br,Downgrade,Buy,Market Perform,JPM
2000-08-30,ING Barings,Upgrade,Hold,Buy,JPM
2000-07-14,Merrill Lynch,Upgrade,NT Accum,NT Buy,JPM
2000-07-14,CIBC Wrld Mkts,Upgrade,Hold,Buy,JPM
2000-07-06,Wasserstein Perella,Initiated,,Buy,JPM
2000-06-13,Deutsche Bc Alex. Br,Initiated,,Buy,JPM
2000-04-25,Warburg Dillon Read,Initiated,,Hold,JPM
2000-03-14,Merrill Lynch,Upgrade,NT Neutral,NT Accum,JPM
1999-09-02,Schroder & Co,Downgrade,Outperform,Perform-In-Line,JPM
1999-08-03,ING Barings,Initiated,,Hold,JPM
1999-05-24,CSFB,Downgrade,Hold,Sell,JPM
1999-04-16,Friedman Billings,Upgrade,Accumulate,Buy,JPM
1999-04-14,Merrill Lynch,Upgrade,LT Accumulate,LT Buy,JPM
1999-01-21,Schroder & Co,Upgrade,Perform In Line,Outperform,JPM
1998-10-05,Merrill Lynch,Downgrade,NT Accm/LT Buy,NT Ntrl/LT Accm,JPM
1998-09-07,CIBC Oppenheimer,Downgrade,Strong Buy,Hold,JPM
1998-09-04,CIBC Oppenheimer,Downgrade,Strong Buy,Hold,JPM
1998-03-25,Friedmann Billings,Upgrade,Hold,Accumulate,JPM
1998-03-17,Brown Brothers,Downgrade,LT Outperform,Mkt Perform,JPM
1998-02-25,Friedman Billings,Downgrade,Buy,Hold,JPM
2014-10-22,Gabelli & Co,Downgrade,Buy,Hold,KO
2014-03-04,UBS,Initiated,,Neutral,KO
2013-12-02,Standpoint Research,Initiated,,Sell,KO
2013-11-26,RBC Capital Mkts,Initiated,,Outperform,KO
2013-01-10,Argus,Downgrade,Buy,Hold,KO
2012-04-03,Stifel Nicolaus,Downgrade,Buy,Hold,KO
2012-01-11,UBS,Downgrade,Buy,Neutral,KO
2010-03-04,UBS,Upgrade,Neutral,Buy,KO
2010-01-08,JP Morgan,Downgrade,Overweight,Neutral,KO
2009-10-07,Deutsche Securities,Upgrade,Hold,Buy,KO
2009-09-29,Citigroup,Initiated,,Buy,KO
2009-03-09,Credit Suisse,Upgrade,Neutral,Outperform,KO
2008-11-18,UBS,Downgrade,Buy,Neutral,KO
2008-10-06,Deutsche Securities,Downgrade,Buy,Hold,KO
2008-08-28,Credit Suisse,Downgrade,Outperform,Neutral,KO
2008-06-10,Deutsche Securities,Upgrade,Hold,Buy,KO
2008-02-08,Bear Stearns,Upgrade,Peer Perform,Outperform,KO
2007-11-14,Credit Suisse,Initiated,,Outperform,KO
2007-10-09,Deutsche Securities,Downgrade,Buy,Hold,KO
2007-02-26,Deutsche Securities,Upgrade,Hold,Buy,KO
2007-02-16,Goldman Sachs,Upgrade,Neutral,Buy,KO
2006-06-09,Bear Stearns,Upgrade,Peer Perform,Outperform,KO
2006-02-17,Prudential,Initiated,,Neutral,KO
2006-01-12,Goldman Sachs,Downgrade,Outperform,In-Line,KO
2005-12-01,Stifel Nicolaus,Initiated,,Outperform/Buy,KO
2005-10-31,Bear Stearns,Downgrade,Outperform,Peer Perform,KO
2005-09-06,Banc of America Sec,Upgrade,Neutral,Buy,KO
2005-08-19,UBS,Upgrade,Neutral,Buy,KO
2005-03-16,UBS,Upgrade,Reduce,Neutral,KO
2004-09-15,Merrill Lynch,Downgrade,Buy,Neutral,KO
2004-09-10,Legg Mason,Upgrade,Hold,Buy,KO
2004-09-10,UBS,Downgrade,Buy,Reduce,KO
2004-09-08,CSFB,Downgrade,Outperform,Neutral,KO
2004-07-23,Deutsche Securities,Downgrade,Buy,Hold,KO
2004-05-27,UBS,Upgrade,Neutral,Buy,KO
2004-04-22,Morgan Stanley,Downgrade,Overweight,Equal-weight,KO
2004-03-29,Bear Stearns,Upgrade,Peer Perform,Outperform,KO
2004-03-15,Bernstein,Upgrade,Mkt Perform,Outperform,KO
2004-02-27,UBS,Downgrade,Buy,Neutral,KO
2004-02-20,Bear Stearns,Downgrade,Outperform,Peer Perform,KO
2003-10-15,JP Morgan,Upgrade,Neutral,Overweight,KO
2003-09-16,Thomas Weisel,Downgrade,Outperform,Peer Perform,KO
2003-05-09,Bear Stearns,Upgrade,Peer Perform,Outperform,KO
2003-05-07,Morgan Stanley,Upgrade,Equal-weight,Overweight,KO
2003-04-16,Legg Mason,Downgrade,Buy,Hold,KO
2003-02-11,Salomon Smth Brny,Initiated,,In-line,KO
2002-10-21,Thomas Weisel,Upgrade,Attractive,Buy,KO
2002-09-19,UBS Warburg,Downgrade,Strong Buy,Buy,KO
2002-06-28,Legg Mason,Initiated,,Buy,KO
2002-03-25,CSFB,Upgrade,Hold,Buy,KO
2002-01-29,ABN AMRO,Downgrade,Buy,Add,KO
2002-01-18,Prudential,Initiated,,Hold,KO
2002-01-07,JP Morgan,Downgrade,LT Buy,Mkt Perform,KO
2001-11-13,Thomas Weisel,Initiated,,Attractive,KO
2001-10-19,UBS Warburg,Upgrade,Hold,Strong Buy,KO
2001-10-04,Morgan Stanley,Initiated,,Neutral,KO
2001-08-09,CSFB,Initiated,,Hold,KO
2001-06-25,Goldman Sachs,Upgrade,Mkt Outperform,Recomm List,KO
2001-05-18,ABN AMRO,Initiated,,Buy,KO
2001-05-09,Banc of America Sec,Initiated,,Mkt Perform,KO
2001-02-21,Sanford Bernstein,Downgrade,Outperform,Mkt Perform,KO
2001-02-21,Goldman Sachs,Downgrade,Recomm List,Mkt Outperform,KO
2000-11-21,Deutsche Bc Alex. Br,Initiated,,Buy,KO
2000-11-20,Salomon Smth Brny,Downgrade,Buy,Outperform,KO
2000-09-06,CSFB,Initiated,,Buy,KO
2000-08-08,Banc of America Sec,Initiated,,Buy,KO
2000-07-07,ING Barings,Initiated,,Buy,KO
2000-06-28,UBS Warburg,Downgrade,Strong Buy,Hold,KO
2000-06-15,Salomon Smth Brny,Upgrade,Outperform,Buy,KO
2000-05-11,Warburg Dillon Read,Initiated,,Strong Buy,KO
2000-05-09,Goldman Sachs,Upgrade,Market Perform,Recommended List,KO
2000-03-01,Deutsche Bc Alex. Br,Upgrade,Mkt Perform,Strong Buy,KO
2000-01-26,Deutsche Bc Alex. Br,Initiated,,Mkt Perform,KO
2000-01-14,Warburg Dillon Read,Upgrade,Hold,Strong Buy,KO
2000-01-13,PaineWebber,Initiated,,Buy,KO
2000-01-11,CSFB,Upgrade,Buy,Strong Buy,KO
1999-12-09,Banc of America Sec,Upgrade,Market Perform,Buy,KO
1999-12-08,Schroder & Co,Upgrade,Outperform,Outperf. Signif.,KO
1999-12-07,DLJ,Downgrade,Buy,Market Perform,KO
1999-12-06,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Neutral,KO
1999-12-06,AG Edwards,Downgrade,Buy,Maintain Position,KO
1999-11-23,Lehman Brothers,Upgrade,Outperform,Buy,KO
1999-11-22,Merrill Lynch,Upgrade,NT Accum,NT Buy,KO
1999-10-05,AG Edwards,Upgrade,Maintain Position,Buy,KO
1999-07-16,Brown Brothers,Upgrade,Avoid,ST Neutral,KO
1999-07-07,Banc of America Sec,Initiated,,Hold,KO
1999-07-01,Salomon Smth Brny,Upgrade,Neutral,Outperform,KO
1999-04-22,Brown Bros,Downgrade,Neutral,Avoi,KO
1999-04-13,Merrill Lynch,Upgrade,NT Neutral,NT Accumulate,KO
1999-03-30,Goldman Sachs,Downgrade,Recomm. List,Mkt Perform,KO
1999-03-30,Salomon Smth Brny,Downgrade,Buy,Neutral,KO
1999-03-11,DLJ,Upgrade,Mkt Perform,Buy,KO
1998-12-14,Prudential,Upgrade,Accumulate,Strong Buy,KO
1998-12-11,Salomon Smth Brny,Upgrade,Neutral,Buy,KO
1998-08-27,Merrill Lynch,Downgrade,NT Accumulate,NT Neutral,KO
1998-07-16,Lehman Bros,Downgrade,Buy,Outperform,KO
2014-07-23,Robert W. Baird,Downgrade,Outperform,Neutral,MCD
2014-05-28,Standpoint Research,Initiated,,Strong Sell,MCD
2014-01-08,UBS,Initiated,,Buy,MCD
2013-11-08,RBC Capital Mkts,Initiated,,Sector Perform,MCD
2013-07-16,Stifel,Initiated,,Hold,MCD
2012-04-25,Argus,Downgrade,Buy,Hold,MCD
2012-01-25,Oppenheimer,Downgrade,Outperform,Perform,MCD
2011-08-18,Oppenheimer,Upgrade,Perform,Outperform,MCD
2011-01-18,RBC Capital Mkts,Upgrade,Sector Perform,Outperform,MCD
2010-04-14,Janney Mntgmy Scott,Upgrade,Neutral,Buy,MCD
2010-01-19,Credit Suisse,Upgrade,Neutral,Outperform,MCD
2009-11-04,Janney Mntgmy Scott,Initiated,,Neutral,MCD
2009-09-25,Bernstein,Initiated,,Outperform,MCD
2009-03-13,Robert W. Baird,Initiated,,Outperform,MCD
2009-03-05,Jefferies & Co,Initiated,,Hold,MCD
2008-12-05,Citigroup,Initiated,,Hold,MCD
2008-11-17,UBS,Upgrade,Neutral,Buy,MCD
2008-07-24,Deutsche Securities,Downgrade,Buy,Hold,MCD
2008-07-11,Banc of America Sec,Initiated,,Neutral,MCD
2008-01-29,Bear Stearns,Downgrade,Outperform,Peer Perform,MCD
2007-11-29,Stifel Nicolaus,Initiated,,Buy,MCD
2007-09-25,Credit Suisse,Initiated,,Neutral,MCD
2007-08-21,Matrix Research,Upgrade,Hold,Buy,MCD
2007-06-08,Deutsche Securities,Upgrade,Hold,Buy,MCD
2007-01-17,Prudential,Initiated,,Neutral,MCD
2006-10-17,Deutsche Securities,Initiated,,Hold,MCD
2006-09-14,RBC Capital Mkts,Initiated,,Sector Perform,MCD
2006-07-18,Goldman Sachs,Upgrade,Neutral,Buy,MCD
2006-05-17,Citigroup,Initiated,,Buy,MCD
2006-01-19,Piper Jaffray,Upgrade,Market Perform,Outperform,MCD
2006-01-19,Jefferies & Co,Initiated,,Hold,MCD
2005-09-07,Bear Stearns,Upgrade,Peer Perform,Outperform,MCD
2005-04-22,AG Edwards,Upgrade,Hold,Buy,MCD
2005-03-09,CSFB,Downgrade,Outperform,Neutral,MCD
2005-03-07,Prudential,Upgrade,Neutral,Overweight,MCD
2005-02-18,Goldman Sachs,Initiated,,In-Line,MCD
2005-02-01,Piper Jaffray,Downgrade,Outperform,Market Perform,MCD
2005-01-24,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,MCD
2005-01-07,Legg Mason,Initiated,,Hold,MCD
2004-11-03,AG Edwards,Downgrade,Buy,Hold,MCD
2004-10-20,Bear Stearns,Downgrade,Outperform,Peer Perform,MCD
2004-06-02,Prudential,Downgrade,Overweight,Neutral,MCD
2004-04-28,Piper Jaffray,Upgrade,Market Perform,Outperform,MCD
2004-04-14,CIBC Wrld Mkts,Downgrade,Sector Outperform,Sector Perform,MCD
2004-01-29,AG Edwards,Upgrade,Hold,Buy,MCD
2003-12-29,JP Morgan,Upgrade,Underweight,Overweight,MCD
2003-11-21,UBS,Initiated,,Buy,MCD
2003-11-04,SG Cowen,Upgrade,Outperform,Strong Buy,MCD
2003-10-07,Smith Barney Citigroup,Upgrade,Hold,Buy,MCD
2003-09-23,SunTrust Rbsn Humphrey,Upgrade,Equal Weight,Overweight,MCD
2003-09-04,JMP Securities,Initiated,,Mkt Perform,MCD
2003-08-27,Prudential,Initiated,,Buy,MCD
2003-08-14,Wachovia,Downgrade,Outperform,Mkt Perform,MCD
2003-08-12,Morgan Stanley,Initiated,,Equal-weight,MCD
2003-07-31,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,MCD
2003-07-18,Bear Stearns,Upgrade,Peer Perform,Outperform,MCD
2003-06-06,CIBC Wrld Mkts,Upgrade,Sector Underperform,Sector Perform,MCD
2003-05-21,Lehman Brothers,Upgrade,Equal-weight,Overweight,MCD
2003-04-29,Smith Barney Citigroup,Upgrade,Underperform,In-line,MCD
2003-04-08,CSFB,Upgrade,Neutral,Outperform,MCD
2003-01-24,Goldman Sachs,Upgrade,Underperform,In-Line,MCD
2002-12-17,Lehman Brothers,Upgrade,Underweight,Equal-weight,MCD
2002-10-22,Banc of America Sec,Upgrade,Mkt Perform,Buy,MCD
2002-09-18,Bear Stearns,Downgrade,Outperform,Peer Perform,MCD
2002-09-18,Wachovia Sec,Downgrade,Strong Buy,Buy,MCD
2002-09-18,SunTrust Rbsn Humphrey,Downgrade,Buy,Neutral,MCD
2002-09-16,Morgan Stanley,Upgrade,Underweight,Equal-weight,MCD
2002-07-19,SG Cowen,Initiated,,Buy,MCD
2002-06-04,CIBC Wrld Mkts,Initiated,,Hold,MCD
2002-04-19,Bear Stearns,Upgrade,Neutral,Buy,MCD
2002-03-25,JP Morgan,Downgrade,LT Buy,Mkt Perform,MCD
2002-03-12,Morgan Stanley,Initiated,,Neutral,MCD
2002-01-18,Goldman Sachs,Initiated,,Mkt Perform,MCD
2002-01-15,UBS Warburg,Initiated,,Strong Buy,MCD
2001-12-11,Lehman Brothers,Downgrade,Strong Buy,Mkt Perform,MCD
2001-10-19,Salomon Smth Brny,Downgrade,Buy,Neutral,MCD
2001-10-15,Deutsche Bc Alex. Br,Upgrade,Buy,Strong Buy,MCD
2001-07-23,Merrill Lynch,Upgrade,NT Accum,NT Buy,MCD
2001-06-18,JP Morgan,Downgrade,Buy,LT Buy,MCD
2001-03-29,First Union Sec,Upgrade,Buy,Strong Buy,MCD
2001-03-16,Banc of America Sec,Initiated,,Mkt Perform,MCD
2001-03-14,Merrill Lynch,Downgrade,NT Buy,NT Accum,MCD
2001-01-17,Deutsche Bc Alex. Br,Initiated,,Buy,MCD
2001-01-17,First Union Sec,Initiated,,Buy,MCD
2000-10-16,CSFB,Initiated,,Hold,MCD
2000-09-14,Banc of America Sec,Downgrade,Buy,Market Perform,MCD
2000-07-31,AG Edwards,Upgrade,Maintain Position,Accumulate,MCD
2000-07-26,JP Morgan,Upgrade,LT Buy,Buy,MCD
2000-07-26,Banc of America Sec,Upgrade,Market Perform,Buy,MCD
2000-06-12,Robertson Stephens,Downgrade,Buy,LT Attractive,MCD
2000-06-12,Bear Stearns,Downgrade,Buy,Neutral,MCD
2000-04-13,JP Morgan,Downgrade,Buy,LT Buy,MCD
2000-03-28,Salomon Smth Brny,Initiated,,Buy,MCD
2000-03-15,JP Morgan,Initiated,,Buy,MCD
2000-02-03,Robertson Stephens,Upgrade,LT Attractive,Buy,MCD
2000-01-31,Goldman Sachs,Upgrade,Market Outperform,Recommended List,MCD
1999-12-02,Banc of America Sec,Downgrade,Buy,Market Perform,MCD
1999-10-22,First Union Sec,Downgrade,Buy,Hold,MCD
1999-07-09,Schroder & Co,Upgrade,Perform-In-Line,Outperform,MCD
1999-06-30,Deutsche Bc Alex. Br,Initiated,,Buy,MCD
1999-04-14,BB Rbrtsn Stphns,Initiated,,LT Attractive,MCD
1999-03-19,NB Montgomery,Initiated,,Buy,MCD
1999-03-08,Schroder & Co,Downgrade,Outperform,Perform In Line,MCD
1999-02-10,Schroder & Co,Initiated,,Outperform,MCD
1998-10-20,DLJ,Downgrade,Buy,Mkt Perform,MCD
1998-10-05,Merrill Lynch,Upgrade,NT Accumulate,NT Buy,MCD
1998-10-02,Mrgn Stnly Dn Wttr,Downgrade,Strong Buy,Outperform,MCD
1998-06-18,Goldman Sachs,Upgrade,Mkt Performer,Mkt Outperform,MCD
1998-04-20,Lehman Bros,Upgrade,Outperform,Buy,MCD
1998-03-30,DLJ,Upgrade,Mkt Perform,Buy,MCD
1998-03-27,Salomon Smth Brny,Upgrade,Neutral,Buy,MCD
1998-03-27,Bear Stearns,Upgrade,Attractive,Buy,MCD
1998-03-26,JP Morgan,Initiated,,Mkt Performer,MCD
1998-03-26,CS First Boston,Upgrade,Buy,Strong Buy,MCD
2015-01-22,UBS,Initiated,,Buy,MMM
2014-11-25,RBC Capital Mkts,Initiated,,Underperform,MMM
2014-09-17,Stifel,Initiated,,Hold,MMM
2014-07-08,Argus,Upgrade,Hold,Buy,MMM
2011-10-27,Argus,Downgrade,Buy,Hold,MMM
2011-10-14,Barclays Capital,Initiated,,Equal Weight,MMM
2010-04-28,Barclays Capital,Upgrade,Equal Weight,Overweight,MMM
2010-02-11,Bernstein,Upgrade,Mkt Perform,Outperform,MMM
2009-12-09,Citigroup,Upgrade,Hold,Buy,MMM
2009-08-13,Hilliard Lyons,Downgrade,Buy,Long-term Buy,MMM
2009-07-07,Jefferies,Initiated,,,MMM
2009-07-07,FBR Capital,Initiated,,,MMM
2009-04-27,Barclays Capital,Upgrade,Underweight,Equal Weight,MMM
2009-02-06,Bernstein,Initiated,,Underperform,MMM
2009-02-02,Argus,Downgrade,Buy,Hold,MMM
2008-12-09,Barclays Capital,Downgrade,Equal Weight,Underweight,MMM
2008-12-02,Citigroup,Downgrade,Hold,Sell,MMM
2008-04-25,Sterne Agee,Downgrade,Buy,Hold,MMM
2008-01-30,Hilliard Lyons,Upgrade,Long-term Buy,Buy,MMM
2008-01-29,Sterne Agee,Upgrade,Hold,Buy,MMM
2007-12-11,Banc of America Sec,Initiated,,Neutral,MMM
2007-09-28,UBS,Initiated,,Buy,MMM
2007-07-27,Hilliard Lyons,Downgrade,Buy,Long-term Buy,MMM
2007-04-26,Prudential,Upgrade,Neutral,Overweight,MMM
2007-02-13,Soleil,Upgrade,Hold,Buy,MMM
2006-12-08,Prudential,Downgrade,Overweight,Neutral,MMM
2006-07-25,Soleil,Downgrade,Buy,Hold,MMM
2006-07-07,JP Morgan,Upgrade,Neutral,Overweight,MMM
2006-03-06,AG Edwards,Downgrade,Buy,Hold,MMM
2006-03-01,Matrix Research,Upgrade,Buy,Strong Buy,MMM
2006-01-25,Longbow,Downgrade,Buy,Neutral,MMM
2005-08-12,Banc of America Sec,Initiated,,Neutral,MMM
2005-07-01,Morgan Stanley,Downgrade,Overweight,Equal-weight,MMM
2005-02-23,Smith Barney Citigroup,Downgrade,Buy,Hold,MMM
2005-02-15,AG Edwards,Initiated,,Buy,MMM
