Date,USD,GBP,EUR
2014-07-02,1326.5,773.199,
2014-07-01,1327.5,773.737,
2014-06-30,1315.0,771.171,
2014-06-27,1317.5,774.499,
2014-06-26,1311.75,771.3,
2014-06-25,1316.75,774.696,
2014-06-24,1318.5,776.41,
2014-06-23,1313.5,772.284,
2014-06-20,1312.5,771.152,
2014-06-19,1293.0,758.758,
2014-06-18,1269.75,748.982,
2014-06-17,1267.5,747.303,
2014-06-16,1276.25,751.266,
2014-06-13,1273.0,750.811,
2014-06-12,1265.75,752.169,
2014-06-11,1262.0,752.041,
2014-06-10,1259.5,751.268,
2014-06-09,1253.5,746.709,
2014-06-06,1247.5,743.356,
2014-06-05,1252.5,746.513,
2014-06-04,1245.25,743.655,
2014-06-03,1242.75,741.852,
2014-06-02,1247.25,744.36,
2014-05-30,1250.5,746.745,
2014-05-29,1255.0,750.823,
2014-05-28,1263.5,756.134,
2014-05-27,1275.5,758.504,
2014-05-23,1291.5,767.015,
2014-05-22,1298.5,769.938,
2014-05-21,1287.25,762.499,
2014-05-20,1295.5,769.436,
2014-05-19,1302.0,773.619,
2014-05-16,1291.5,767.152,
2014-05-15,1299.0,774.136,
2014-05-14,1305.25,777.861,
2014-05-13,1296.5,769.665,
2014-05-12,1298.75,768.946,
2014-05-09,1291.25,765.775,
2014-05-08,1287.0,758.71,
2014-05-07,1296.0,764.106,
2014-05-06,1306.25,768.789,
2014-05-02,1281.25,760.973,
2014-05-01,1278.5,757.181,
2014-04-30,1288.5,764.416,
2014-04-29,1297.75,771.139,
2014-04-28,1299.0,771.698,
2014-04-25,1301.25,773.771,
2014-04-24,1291.5,768.979,
2014-04-23,1285.25,765.303,
2014-04-22,1286.75,764.603,
2014-04-17,1299.0,772.8,
2014-04-16,1301.5,774.933,
2014-04-15,1298.0,775.249,
2014-04-14,1325.75,792.249,
2014-04-11,1318.0,787.759,
2014-04-10,1320.5,787.512,
2014-04-09,1301.75,776.932,
2014-04-08,1309.5,782.024,
2014-04-07,1299.0,781.777,
2014-04-04,1297.25,782.513,
2014-04-03,1284.0,774.427,
2014-04-02,1292.0,776.489,
2014-04-01,1283.75,771.299,
2014-03-31,1291.75,776.432,
2014-03-28,1294.75,777.768,
2014-03-27,1296.0,778.94,
2014-03-26,1304.0,787.249,
2014-03-25,1313.5,794.808,
2014-03-24,1310.75,795.503,
2014-03-21,1336.0,809.795,
2014-03-20,1327.0,804.633,
2014-03-19,1338.0,804.957,
2014-03-18,1355.75,819.036,
2014-03-17,1378.5,828.027,
2014-03-14,1385.0,833.634,
2014-03-13,1368.75,820.495,
2014-03-12,1366.0,822.446,
2014-03-11,1346.25,809.482,
2014-03-10,1344.0,807.644,
2014-03-07,1335.25,797.879,
2014-03-06,1345.25,804.335,
2014-03-05,1337.0,799.402,
2014-03-04,1334.75,800.066,
2014-03-03,1349.5,807.455,
2014-02-28,1326.5,793.931,
2014-02-27,1332.25,799.142,
2014-02-26,1331.75,799.898,
2014-02-25,1339.0,801.029,
2014-02-24,1334.75,804.696,
2014-02-21,1323.25,791.607,
2014-02-20,1316.25,789.261,
2014-02-19,1320.5,791.619,
2014-02-18,1320.75,790.348,
2014-02-17,1327.5,794.149,
2014-02-14,1320.0,789.663,
2014-02-13,1296.0,779.268,
2014-02-12,1289.5,778.731,
2014-02-11,1282.0,779.758,
2014-02-10,1277.0,779.086,
2014-02-07,1259.25,768.21,
2014-02-06,1256.5,769.584,
2014-02-05,1254.5,770.388,
2014-02-04,1250.25,767.119,
2014-02-03,1262.0,771.535,
2014-01-31,1251.0,759.84,
2014-01-30,1242.5,752.529,
2014-01-29,1264.0,762.916,
2014-01-28,1251.25,754.538,
2014-01-27,1260.5,760.345,
2014-01-24,1267.0,768.205,
2014-01-23,1263.0,760.706,
2014-01-22,1241.0,749.125,
2014-01-21,1238.0,751.807,
2014-01-20,1255.75,764.117,
2014-01-17,1250.0,760.526,
2014-01-16,1241.5,758.261,
2014-01-15,1236.0,757.214,
2014-01-14,1251.5,761.948,
2014-01-13,1248.0,762.557,
2014-01-10,1244.25,754.137,
2014-01-09,1226.0,744.972,
2014-01-08,1221.0,742.069,
2014-01-07,1227.5,748.887,
2014-01-06,1246.25,758.937,
2014-01-03,1234.5,752.56,
2014-01-02,1225.0,745.406,
2013-12-30,1204.5,730.443,
2013-12-27,1214.5,735.125,
2013-12-23,1199.0,733.692,
2013-12-20,1195.25,730.102,
2013-12-19,1196.0,731.185,
2013-12-18,1230.5,750.351,
2013-12-17,1231.75,758.747,
2013-12-16,1234.75,757.376,
2013-12-13,1232.0,756.943,
2013-12-12,1225.25,749.251,
2013-12-11,1260.75,769.313,
2013-12-10,1266.25,770.459,
2013-12-09,1237.0,755.005,
2013-12-06,1233.0,753.99,
2013-12-05,1222.5,748.301,
2013-12-04,1227.5,750.076,
2013-12-03,1217.25,741.954,
2013-12-02,1229.5,752.264,
2013-11-29,1253.0,767.252,
2013-11-28,1245.5,761.587,
2013-11-27,1245.0,764.179,
2013-11-26,1247.5,770.823,
2013-11-25,1243.0,768.945,
2013-11-22,1246.25,768.958,
2013-11-21,1240.0,768.706,
2013-11-20,1257.0,777.317,
2013-11-19,1275.75,792.391,
2013-11-18,1283.5,796.216,
2013-11-15,1287.25,798.691,
2013-11-14,1286.0,799.552,
2013-11-13,1272.5,796.358,
2013-11-12,1281.25,803.745,
2013-11-11,1282.5,802.515,
2013-11-08,1285.5,803.689,
2013-11-07,1307.25,815.655,
2013-11-06,1319.0,819.255,
2013-11-05,1307.25,815.553,
2013-11-04,1320.5,826.863,
2013-11-01,1306.75,819.639,
2013-10-31,1324.0,824.614,
2013-10-30,1354.75,843.555,
2013-10-29,1349.25,838.616,
2013-10-28,1361.0,842.047,
2013-10-25,1347.75,832.561,
2013-10-24,1344.75,832.611,
2013-10-23,1331.25,823.335,
2013-10-22,1333.0,822.383,
2013-10-21,1317.5,815.688,
2013-10-18,1316.5,814.458,
2013-10-17,1319.25,816.822,
2013-10-16,1273.5,796.934,
2013-10-15,1270.5,797.051,
2013-10-14,1285.5,802.936,
2013-10-11,1265.5,793.268,
2013-10-10,1298.5,814.413,
2013-10-09,1304.0,818.376,
2013-10-08,1329.5,824.803,
2013-10-07,1323.5,823.277,
2013-10-04,1309.75,815.688,
2013-10-03,1316.0,813.953,
2013-10-02,1306.25,803.995,
2013-10-01,1290.75,796.12,
2013-09-30,1326.5,821.871,
2013-09-27,1341.0,831.525,
2013-09-26,1333.0,831.203,
2013-09-25,1322.75,822.708,
2013-09-24,1314.25,821.869,
2013-09-23,1323.0,824.967,
2013-09-20,1349.25,842.755,
2013-09-19,1365.5,850.249,
2013-09-18,1301.0,814.755,
2013-09-17,1312.25,825.574,
2013-09-16,1324.0,830.511,
2013-09-13,1318.5,831.546,
2013-09-12,1328.0,839.656,
2013-09-11,1363.75,862.86,
2013-09-10,1358.25,864.082,
2013-09-09,1390.0,885.745,
2013-09-06,1387.0,886.885,
2013-09-05,1385.0,887.821,
2013-09-04,1390.0,890.626,
2013-09-03,1399.5,900.637,
2013-09-02,1392.25,893.843,
2013-08-30,1394.75,901.292,
2013-08-29,1407.75,908.05,
2013-08-28,1419.5,914.98,
2013-08-27,1419.25,913.23,
2013-08-23,1377.5,885.738,
2013-08-22,1375.5,882.07,
2013-08-21,1363.0,868.928,
2013-08-20,1372.5,875.431,
2013-08-19,1365.0,872.539,
2013-08-16,1369.25,875.424,
2013-08-15,1329.75,855.64,
2013-08-13,1328.5,858.925,
2013-08-12,1341.0,866.895,
2013-08-09,1309.0,843.156,
2013-08-08,1298.25,835.801,
2013-08-07,1282.5,827.366,
2013-08-06,1280.5,834.093,
2013-08-05,1304.75,851.442,
2013-08-02,1309.25,858.637,
2013-08-01,1315.0,867.357,
2013-07-31,1314.5,867.599,
2013-07-30,1324.15,867.044,
2013-07-29,1329.75,866.851,
2013-07-26,1331.0,864.23,
2013-07-25,1326.0,865.479,
2013-07-24,1335.0,870.558,
2013-07-23,1333.5,869.069,
2013-07-22,1327.0,863.483,
2013-07-19,1295.75,848.726,
2013-07-18,1283.25,843.577,
2013-07-17,1297.25,852.669,
2013-07-16,1291.5,856.148,
2013-07-15,1284.75,851.11,
2013-07-12,1279.75,846.9,
2013-07-11,1285.0,852.235,
2013-07-10,1256.0,842.105,
2013-07-09,1255.5,844.886,
2013-07-08,1235.25,827.361,
2013-07-05,1212.75,814.582,
2013-07-04,1251.75,829.963,
2013-07-03,1250.0,818.491,
2013-07-02,1252.5,826.296,
2013-07-01,1242.75,816.095,
2013-06-28,1192.0,783.026,
2013-06-27,1232.75,808.944,
2013-06-26,1236.25,803.647,
2013-06-25,1279.0,828.69,
2013-06-24,1286.75,835.769,
2013-06-21,1295.25,839.872,
2013-06-20,1292.5,836.245,
2013-06-19,1372.75,877.101,
2013-06-18,1366.75,876.066,
2013-06-17,1384.75,879.765,
2013-06-14,1391.25,887.616,
2013-06-13,1385.0,883.629,
2013-06-12,1382.75,882.025,
2013-06-11,1374.25,880.252,
2013-06-10,1383.25,890.351,
2013-06-07,1386.0,894.078,
2013-06-06,1400.0,905.68,
2013-06-05,1404.0,914.182,
2013-06-04,1399.5,915.184,
2013-06-03,1402.5,917.927,
2013-05-31,1394.5,919.916,
2013-05-30,1413.5,931.773,
2013-05-29,1382.5,915.018,
2013-05-28,1376.5,912.375,
2013-05-24,1390.25,919.417,
2013-05-23,1380.5,916.058,
2013-05-22,1408.5,930.44,
2013-05-21,1360.75,899.55,
2013-05-20,1354.75,891.166,
2013-05-17,1368.75,901.502,
2013-05-16,1381.0,903.205,
2013-05-15,1410.0,925.197,
2013-05-14,1433.75,939.671,
2013-05-13,1430.75,932.328,
2013-05-10,1426.5,927.564,
2013-05-09,1465.5,944.996,
2013-05-08,1468.0,945.206,
2013-05-07,1444.25,931.113,
2013-05-03,1469.25,943.218,
2013-05-02,1469.25,945.463,
2013-05-01,1454.75,933.489,
2013-04-30,1469.0,946.704,
2013-04-29,1467.5,946.408,
2013-04-26,1471.5,950.766,
2013-04-25,1451.0,938.551,
2013-04-24,1428.5,935.188,
2013-04-23,1408.0,922.19,
2013-04-22,1424.5,934.221,
2013-04-19,1405.5,918.267,
2013-04-18,1393.75,912.737,
2013-04-17,1392.0,913.926,
2013-04-16,1380.0,901.313,
2013-04-15,1395.0,910.099,
2013-04-12,1535.5,998.894,
2013-04-11,1565.0,1018.151,
2013-04-10,1575.0,1028.269,
2013-04-09,1577.25,1030.68,
2013-04-08,1575.0,1028.807,
2013-04-05,1568.0,1023.699,
2013-04-04,1546.5,1019.11,
2013-04-03,1574.75,1039.713,
2013-04-02,1583.5,1046.942,
2013-03-28,1598.25,1053.56,
2013-03-27,1603.0,1060.957,
2013-03-26,1598.0,1054.09,
2013-03-25,1599.25,1053.663,
2013-03-22,1607.75,1056.826,
2013-03-21,1613.75,1064.76,
2013-03-20,1607.5,1060.286,
2013-03-19,1610.75,1067.005,
2013-03-18,1603.75,1060.751,
2013-03-15,1595.5,1054.388,
2013-03-14,1586.0,1056.277,
2013-03-13,1589.25,1064.753,
2013-03-12,1594.0,1072.678,
2013-03-11,1579.0,1059.732,
2013-03-08,1581.75,1058.948,
2013-03-07,1579.5,1049.292,
2013-03-06,1574.0,1045.5,
2013-03-05,1579.75,1043.911,
2013-03-04,1574.25,1045.388,
2013-03-01,1582.25,1054.131,
2013-02-28,1588.5,1046.719,
2013-02-27,1604.25,1058.143,
2013-02-26,1590.5,1049.35,
2013-02-25,1586.25,1049.593,
2013-02-22,1576.5,1032.89,
2013-02-21,1577.0,1034.505,
2013-02-20,1588.5,1038.507,
2013-02-19,1607.75,1039.135,
2013-02-18,1610.75,1040.603,
2013-02-15,1612.25,1039.893,
2013-02-14,1646.0,1062.278,
2013-02-13,1645.0,1056.451,
2013-02-12,1647.5,1055.21,
2013-02-11,1652.0,1053.773,
2013-02-08,1668.25,1057.059,
2013-02-07,1668.0,1061.744,
2013-02-06,1674.25,1069.603,
2013-02-05,1673.5,1065.449,
2013-02-04,1666.0,1057.979,
2013-02-01,1669.0,1058.137,
2013-01-31,1664.75,1053.039,
2013-01-30,1677.5,1063.459,
2013-01-29,1663.5,1055.386,
2013-01-28,1656.5,1053.954,
2013-01-25,1660.0,1049.902,
2013-01-24,1671.0,1058.667,
2013-01-23,1690.25,1064.859,
2013-01-22,1690.5,1066.158,
2013-01-21,1687.5,1063.729,
2013-01-18,1688.5,1062.016,
2013-01-17,1675.0,1048.513,
2013-01-16,1676.25,1048.771,
2013-01-15,1680.5,1047.432,
2013-01-14,1666.5,1038.253,
2013-01-11,1657.5,1029.887,
2013-01-09,1657.75,1035.511,
2013-01-08,1656.0,1032.097,
2013-01-07,1645.25,1023.675,
2013-01-04,1648.0,1026.727,
2013-01-03,1679.5,1039.359,
2013-01-02,1693.75,1038.664,
2012-12-28,1657.5,1027.206,
2012-12-27,1655.5,1024.0,
2012-12-21,1651.5,1019.256,
2012-12-19,1665.0,1023.167,
2012-12-18,1694.0,1044.132,
2012-12-17,1695.75,1046.307,
2012-12-14,1696.25,1052.003,
2012-12-13,1692.75,1049.767,
2012-12-12,1716.25,1064.341,
2012-12-11,1710.0,1061.782,
2012-12-10,1712.5,1064.524,
2012-12-07,1701.5,1062.707,
2012-12-06,1694.25,1052.787,
2012-12-05,1694.0,1052.305,
2012-12-04,1697.75,1053.849,
2012-12-03,1720.0,1069.585,
2012-11-30,1726.0,1077.74,
2012-11-29,1725.0,1075.101,
2012-11-28,1708.0,1069.84,
2012-11-27,1746.25,1089.228,
2012-11-26,1750.5,1093.174,
2012-11-23,1734.5,1085.555,
2012-11-22,1731.0,1085.266,
2012-11-21,1724.0,1081.692,
2012-11-20,1732.25,1088.302,
2012-11-19,1730.5,1087.954,
2012-11-16,1713.5,1080.255,
2012-11-15,1710.0,1078.048,
2012-11-14,1725.75,1087.155,
2012-11-13,1726.25,1086.991,
2012-11-12,1735.25,1093.071,
2012-11-09,1738.25,1091.18,
2012-11-08,1717.0,1074.401,
2012-11-07,1715.25,1073.037,
2012-11-06,1691.0,1058.065,
2012-11-05,1683.5,1054.296,
2012-11-02,1685.0,1050.041,
2012-11-01,1716.25,1063.681,
2012-10-31,1719.0,1067.967,
2012-10-30,1710.0,1063.83,
2012-10-29,1707.0,1064.082,
2012-10-26,1716.0,1064.384,
2012-10-25,1715.5,1063.217,
2012-10-24,1706.5,1064.566,
2012-10-23,1711.0,1071.921,
2012-10-22,1726.75,1076.527,
2012-10-19,1737.0,1082.243,
2012-10-16,1746.5,1083.302,
2012-10-15,1736.0,1081.283,
2012-10-12,1766.75,1098.315,
2012-10-11,1769.0,1102.455,
2012-10-10,1761.25,1099.75,
2012-10-09,1774.0,1107.85,
2012-10-08,1773.5,1105.949,
2012-10-05,1784.0,1101.303,
2012-10-04,1791.75,1110.268,
2012-10-03,1775.25,1103.737,
2012-10-02,1775.5,1099.653,
2012-10-01,1787.0,1104.996,
2012-09-28,1776.0,1099.486,
2012-09-27,1763.0,1087.064,
2012-09-26,1744.75,1078.737,
2012-09-25,1771.5,1090.825,
2012-09-24,1762.5,1088.164,
2012-09-21,1784.5,1096.265,
2012-09-20,1758.5,1086.701,
2012-09-19,1766.75,1089.309,
2012-09-18,1769.5,1090.399,
2012-09-17,1770.0,1088.963,
2012-09-14,1775.5,1094.299,
2012-09-13,1733.25,1076.152,
2012-09-12,1737.0,1078.949,
2012-09-11,1736.75,1082.492,
2012-09-10,1732.0,1083.99,
2012-09-07,1728.0,1080.068,
2012-09-06,1701.0,1069.61,
2012-09-05,1690.0,1062.225,
2012-09-04,1697.0,1068.842,
2012-09-03,1691.5,1065.176,
2012-08-31,1648.5,1041.311,
2012-08-30,1660.5,1047.436,
2012-08-29,1660.0,1049.437,
2012-08-28,1668.0,1055.162,
2012-08-24,1667.0,1053.796,
2012-08-23,1665.25,1049.505,
2012-08-22,1642.0,1038.977,
2012-08-21,1639.5,1039.5,
2012-08-20,1615.0,1028.793,
2012-08-17,1614.75,1028.896,
2012-08-16,1604.5,1020.48,
2012-08-15,1601.75,1021.394,
2012-08-14,1597.75,1018.583,
2012-08-13,1622.5,1032.584,
2012-08-10,1618.5,1037.101,
2012-08-09,1615.0,1033.931,
2012-08-08,1613.25,1031.556,
2012-08-07,1611.0,1028.473,
2012-08-06,1610.0,1033.243,
2012-08-03,1602.0,1028.043,
2012-08-02,1597.0,1026.482,
2012-08-01,1599.0,1023.884,
2012-07-31,1622.0,1037.416,
2012-07-30,1617.75,1031.465,
2012-07-27,1618.25,1026.874,
2012-07-26,1618.0,1030.573,
2012-07-25,1601.0,1034.706,
2012-07-24,1583.25,1019.085,
2012-07-23,1572.25,1014.486,
2012-07-20,1576.25,1007.639,
2012-07-19,1584.0,1009.367,
2012-07-18,1575.25,1008.289,
2012-07-17,1585.25,1016.121,
2012-07-16,1589.75,1018.74,
2012-07-13,1595.5,1026.573,
2012-07-12,1556.25,1007.738,
2012-07-11,1577.0,1013.171,
2012-07-10,1595.25,1027.735,
2012-07-09,1585.0,1022.251,
2012-07-06,1587.0,1023.211,
2012-07-05,1604.0,1033.572,
2012-07-04,1613.5,1033.5,
2012-07-03,1617.5,1031.306,
2012-07-02,1592.0,1014.465,
2012-06-29,1598.5,1019.322,
2012-06-28,1558.5,1004.188,
2012-06-27,1573.5,1010.532,
2012-06-26,1576.0,1009.48,
2012-06-25,1570.0,1008.997,
2012-06-22,1565.5,1003.526,
2012-06-21,1582.0,1010.733,
2012-06-20,1601.0,1017.154,
2012-06-19,1625.5,1035.482,
2012-06-18,1615.5,1031.543,
2012-06-15,1627.25,1041.04,
2012-06-14,1613.5,1038.155,
2012-06-13,1619.5,1041.68,
2012-06-12,1603.5,1032.318,
2012-06-11,1584.0,1019.239,
2012-06-08,1576.5,1022.374,
2012-06-07,1606.0,1033.196,
2012-06-06,1635.0,1056.475,
2012-06-01,1606.0,1041.775,
2012-05-31,1558.0,1008.741,
2012-05-30,1540.0,989.844,
2012-05-29,1579.5,1007.913,
2012-05-28,1574.6,1003.313,
2012-05-25,1569.5,1000.638,
2012-05-24,1568.5,999.936,
2012-05-23,1549.0,985.557,
2012-05-22,1582.5,1000.632,
2012-05-21,1592.5,1008.039,
2012-05-18,1589.5,1004.741,
2012-05-17,1554.0,982.798,
2012-05-16,1548.5,971.577,
2012-05-15,1556.5,971.416,
2012-05-14,1558.5,969.699,
2012-05-11,1583.0,983.78,
2012-05-10,1598.5,988.253,
2012-05-09,1582.5,983.225,
2012-05-08,1602.5,993.49,
2012-05-04,1643.75,1015.978,
2012-05-03,1637.75,1012.394,
2012-05-02,1648.0,1019.297,
2012-05-01,1664.0,1025.641,
2012-04-30,1651.25,1016.154,
2012-04-27,1663.5,1024.449,
2012-04-26,1653.5,1021.562,
2012-04-25,1637.75,1015.533,
2012-04-24,1649.5,1021.995,
2012-04-23,1629.0,1011.864,
2012-04-20,1641.5,1018.553,
2012-04-19,1650.0,1027.717,
2012-04-18,1644.0,1028.014,
2012-04-17,1635.5,1027.195,
2012-04-16,1653.0,1043.956,
2012-04-13,1666.5,1047.125,
2012-04-12,1668.5,1045.819,
2012-04-11,1658.0,1041.13,
2012-04-10,1644.0,1037.486,
2012-04-05,1631.0,1029.607,
2012-04-04,1621.0,1021.102,
2012-04-03,1676.25,1049.164,
2012-04-02,1677.5,1047.129,
2012-03-30,1662.5,1039.452,
2012-03-29,1657.5,1042.978,
2012-03-28,1676.0,1054.951,
2012-03-27,1692.0,1058.89,
2012-03-26,1680.25,1053.977,
2012-03-23,1664.0,1047.991,
2012-03-22,1635.5,1034.799,
2012-03-21,1649.25,1042.048,
2012-03-20,1656.75,1044.412,
2012-03-19,1661.5,1046.087,
2012-03-16,1658.0,1046.189,
2012-03-15,1648.0,1052.027,
2012-03-14,1644.25,1049.633,
2012-03-13,1690.0,1077.119,
2012-03-12,1697.5,1086.052,
2012-03-09,1687.5,1074.567,
2012-03-08,1690.0,1070.162,
2012-03-07,1677.5,1067.248,
2012-03-06,1669.0,1059.01,
2012-03-05,1705.0,1074.693,
2012-03-02,1707.0,1077.583,
2012-03-01,1714.0,1074.743,
2012-02-29,1770.0,1110.484,
2012-02-28,1781.0,1124.227,
2012-02-27,1772.0,1118.052,
2012-02-24,1777.5,1121.38,
2012-02-23,1777.0,1132.93,
2012-02-22,1752.0,1119.346,
2012-02-21,1748.0,1107.24,
2012-02-20,1733.0,1093.168,
2012-02-17,1723.0,1089.817,
2012-02-16,1713.0,1090.041,
2012-02-15,1733.0,1104.807,
2012-02-14,1722.0,1098.214,
2012-02-13,1720.0,1089.297,
2012-02-10,1711.5,1086.667,
2012-02-09,1748.0,1103.535,
2012-02-08,1746.0,1101.022,
2012-02-07,1724.0,1089.622,
2012-02-06,1719.0,1089.63,
2012-02-03,1734.0,1099.068,
2012-02-02,1751.0,1107.107,
2012-02-01,1740.0,1098.832,
2012-01-31,1744.0,1105.617,
2012-01-30,1729.0,1103.03,
2012-01-27,1726.0,1099.853,
2012-01-26,1727.0,1100.841,
2012-01-25,1650.0,1058.778,
2012-01-24,1665.5,1069.273,
2012-01-23,1675.5,1074.038,
2012-01-20,1653.0,1064.94,
2012-01-19,1655.0,1070.989,
2012-01-18,1647.0,1067.54,
2012-01-17,1656.0,1079.32,
2012-01-16,1641.0,1071.149,
2012-01-13,1635.5,1069.304,
2012-01-12,1661.0,1082.861,
2012-01-11,1634.5,1064.405,
2012-01-10,1637.0,1056.947,
2012-01-09,1615.0,1045.443,
2012-01-06,1616.5,1049.88,
2012-01-05,1599.0,1032.546,
2012-01-04,1613.0,1032.386,
2012-01-03,1598.0,1023.834,
2011-12-29,1531.0,992.673,
2011-12-28,1571.0,1012.242,
2011-12-22,1606.5,1024.684,
2011-12-21,1608.0,1025.706,
2011-12-20,1613.5,1029.609,
2011-12-19,1598.0,1029.241,
2011-12-16,1594.0,1026.93,
2011-12-15,1574.0,1015.156,
2011-12-14,1603.0,1036.869,
2011-12-13,1672.5,1072.115,
2011-12-12,1659.5,1063.85,
2011-12-09,1709.0,1092.362,
2011-12-08,1715.0,1095.427,
2011-12-07,1735.5,1105.344,
2011-12-06,1708.0,1092.7,
2011-12-05,1744.0,1111.819,
2011-12-02,1747.0,1114.585,
2011-12-01,1752.0,1113.583,
2011-11-30,1746.0,1109.769,
2011-11-29,1717.0,1098.528,
2011-11-28,1714.0,1100.976,
2011-11-25,1688.5,1089.144,
2011-11-24,1692.5,1092.57,
2011-11-23,1681.0,1080.612,
2011-11-22,1699.0,1086.873,
2011-11-21,1702.0,1089.419,
2011-11-18,1719.0,1089.285,
2011-11-17,1742.5,1104.596,
2011-11-16,1756.0,1115.133,
2011-11-15,1785.0,1126.752,
2011-11-14,1776.0,1116.349,
2011-11-11,1773.0,1108.61,
2011-11-10,1756.0,1102.807,
2011-11-09,1784.0,1119.97,
2011-11-08,1795.0,1114.353,
2011-11-07,1782.0,1110.35,
2011-11-04,1749.0,1096.071,
2011-11-03,1758.0,1099.919,
2011-11-02,1743.0,1088.287,
2011-11-01,1699.0,1066.206,
2011-10-31,1722.0,1072.429,
2011-10-28,1741.0,1081.299,
2011-10-27,1718.0,1071.607,
2011-10-26,1715.0,1072.21,
2011-10-25,1656.0,1036.36,
2011-10-24,1652.0,1036.191,
2011-10-21,1642.5,1031.138,
2011-10-20,1620.0,1028.963,
2011-10-19,1652.5,1045.688,
2011-10-18,1631.0,1041.108,
2011-10-17,1682.0,1066.853,
2011-10-14,1678.0,1060.482,
2011-10-13,1656.0,1054.911,
2011-10-12,1682.0,1067.869,
2011-10-11,1663.0,1064.729,
2011-10-10,1661.0,1059.92,
2011-10-07,1652.0,1059.314,
2011-10-06,1635.0,1066.258,
2011-10-05,1617.0,1045.654,
2011-10-04,1638.0,1066.615,
2011-10-03,1655.5,1068.616,
2011-09-30,1620.0,1040.997,
2011-09-29,1613.0,1026.539,
2011-09-28,1643.0,1049.773,
2011-09-27,1659.0,1058.171,
2011-09-26,1598.0,1029.706,
2011-09-23,1689.0,1092.355,
2011-09-22,1722.0,1118.472,
2011-09-21,1793.0,1148.843,
2011-09-20,1799.0,1146.444,
2011-09-19,1794.0,1145.374,
2011-09-16,1794.0,1133.649,
2011-09-15,1782.0,1123.51,
