,Date,symbol,Negative,Positive,CloseClass
2634,2012-08-06,WMT,0.0,1.0,Loss
2698,2013-04-16,WMT,0.0,1.0,Gain
2768,2014-02-21,WMT,1.0,0.0,Loss
2784,2014-05-28,WMT,1.0,0.0,Loss
2807,2014-10-10,WMT,0.0,1.0,Gain
2815,2014-11-14,WMT,1.0,0.0,Gain
2820,2014-12-04,WMT,1.0,0.0,Loss
2837,2015-02-20,WMT,1.0,0.0,Gain
42,2000-02-17,XOM,1.0,0.0,Loss
75,2000-03-31,XOM,1.0,0.0,Loss
120,2000-05-11,XOM,0.0,1.0,Gain
123,2000-05-19,XOM,0.0,1.0,Gain
127,2000-05-31,XOM,0.0,0.0,Loss
157,2000-07-12,XOM,0.0,1.0,Loss
177,2000-07-26,XOM,0.0,1.0,Gain
178,2000-07-27,XOM,0.0,1.0,Gain
189,2000-08-24,XOM,1.0,0.0,Loss
214,2000-09-21,XOM,1.0,0.0,Loss
235,2000-10-12,XOM,1.0,0.0,Gain
240,2000-10-13,XOM,1.0,0.0,Loss
307,2001-01-03,XOM,1.0,0.0,Loss
319,2001-01-18,XOM,0.0,1.0,Loss
333,2001-01-31,XOM,0.0,2.0,Gain
341,2001-02-14,XOM,1.0,0.0,Loss
383,2001-03-30,XOM,0.0,1.0,Gain
405,2001-04-24,XOM,0.0,1.0,Loss
414,2001-05-08,XOM,0.0,1.0,Gain
439,2001-06-08,XOM,1.0,0.0,Gain
486,2001-08-23,XOM,0.0,1.0,Gain
517,2001-09-24,XOM,0.0,1.0,Gain
521,2001-09-25,XOM,1.0,0.0,Gain
550,2001-10-17,XOM,1.0,0.0,Loss
556,2001-10-29,XOM,1.0,0.0,Loss
577,2001-11-16,XOM,1.0,0.0,Gain
630,2002-01-23,XOM,1.0,0.0,Gain
633,2002-01-24,XOM,2.0,0.0,Loss
708,2002-04-12,XOM,0.0,1.0,Loss
719,2002-04-19,XOM,0.0,1.0,Gain
722,2002-04-24,XOM,0.0,1.0,Loss
784,2002-07-18,XOM,0.0,1.0,Loss
790,2002-07-22,XOM,0.0,1.0,Loss
793,2002-07-24,XOM,0.0,1.0,Gain
805,2002-08-12,XOM,1.0,0.0,Loss
906,2002-12-05,XOM,1.0,0.0,Neutral
919,2003-01-06,XOM,0.0,1.0,Gain
1008,2003-05-16,XOM,0.0,1.0,Gain
1036,2003-06-16,XOM,1.0,0.0,Gain
1065,2003-07-31,XOM,0.0,1.0,Gain
1081,2003-08-27,XOM,0.0,1.0,Gain
1123,2003-10-22,XOM,1.0,0.0,Loss
1134,2003-11-11,XOM,0.0,1.0,Gain
1171,2004-01-08,XOM,1.0,0.0,Loss
1175,2004-01-12,XOM,0.0,1.0,Gain
1205,2004-03-02,XOM,1.0,0.0,Loss
1245,2004-05-11,XOM,0.0,1.0,Gain
1251,2004-05-14,XOM,0.0,1.0,Gain
1344,2004-11-04,XOM,0.0,1.0,Gain
1356,2004-11-19,XOM,0.0,0.0,Gain
1406,2005-02-01,XOM,0.0,1.0,Gain
1409,2005-02-07,XOM,1.0,1.0,Gain
1418,2005-02-25,XOM,0.0,1.0,Gain
1424,2005-03-03,XOM,1.0,0.0,Gain
1468,2005-05-17,XOM,0.0,1.0,Gain
1470,2005-05-31,XOM,0.0,2.0,Loss
1522,2005-09-16,XOM,0.0,1.0,Gain
1531,2005-09-27,XOM,1.0,0.0,Gain
1533,2005-09-28,XOM,1.0,0.0,Gain
1568,2005-11-18,XOM,0.0,1.0,Gain
1596,2006-01-04,XOM,0.0,1.0,Gain
1612,2006-01-17,XOM,0.0,0.0,Gain
1643,2006-03-03,XOM,0.0,1.0,Gain
1708,2006-07-31,XOM,0.0,1.0,Gain
1749,2006-10-10,XOM,1.0,0.0,Gain
1788,2006-12-18,XOM,1.0,0.0,Loss
1793,2007-01-05,XOM,1.0,0.0,Gain
1850,2007-04-23,XOM,1.0,0.0,Loss
1852,2007-04-24,XOM,1.0,0.0,Loss
1894,2007-07-30,XOM,0.0,1.0,Gain
1900,2007-08-06,XOM,1.0,0.0,Gain
1950,2007-11-20,XOM,0.0,1.0,Gain
2020,2008-03-14,XOM,0.0,1.0,Loss
2068,2008-07-02,XOM,0.0,1.0,Loss
2127,2008-10-20,XOM,0.0,1.0,Gain
2131,2008-11-04,XOM,1.0,0.0,Gain
2182,2009-01-28,XOM,1.0,0.0,Gain
2196,2009-02-19,XOM,2.0,0.0,Gain
2198,2009-02-23,XOM,0.0,1.0,Loss
2214,2009-03-16,XOM,0.0,1.0,Loss
2224,2009-03-27,XOM,1.0,0.0,Loss
2241,2009-04-14,XOM,1.0,0.0,Loss
2360,2009-11-17,XOM,0.0,1.0,Gain
2398,2010-02-08,XOM,0.0,1.0,Loss
2471,2010-09-13,XOM,1.0,0.0,Loss
2472,2010-09-14,XOM,1.0,0.0,Gain
2479,2010-10-22,XOM,0.0,1.0,Gain
2492,2010-12-14,XOM,0.0,0.0,Loss
2496,2011-01-06,XOM,0.0,1.0,Gain
2500,2011-01-14,XOM,1.0,0.0,Gain
2576,2012-01-17,XOM,1.0,0.0,Gain
2583,2012-02-01,XOM,1.0,0.0,Gain
2632,2012-07-27,XOM,1.0,0.0,Gain
2654,2012-10-11,XOM,0.0,1.0,Gain
2694,2013-04-02,XOM,1.0,0.0,Loss
2738,2013-11-11,XOM,0.0,1.0,Gain
2752,2013-12-06,XOM,1.0,0.0,Gain
2754,2013-12-13,XOM,0.0,1.0,Loss
2759,2014-01-08,XOM,0.0,1.0,Loss
2787,2014-06-10,XOM,0.0,0.0,Loss
2796,2014-07-25,XOM,1.0,0.0,Loss
2825,2014-12-19,XOM,0.0,1.0,Gain
2834,2015-02-02,XOM,1.0,0.0,Gain
2836,2015-02-09,XOM,1.0,0.0,Gain
