,Date,symbol,Negative,Positive,CloseClass
834,2002-09-18,MCD,3.0,0.0,Loss
862,2002-10-22,MCD,0.0,1.0,Gain
915,2002-12-17,MCD,0.0,1.0,Loss
931,2003-01-24,MCD,0.0,1.0,Loss
972,2003-04-08,MCD,0.0,1.0,Gain
993,2003-04-29,MCD,0.0,1.0,Gain
1013,2003-05-21,MCD,0.0,1.0,Gain
1027,2003-06-06,MCD,0.0,1.0,Gain
1062,2003-07-18,MCD,0.0,1.0,Gain
1064,2003-07-31,MCD,0.0,1.0,Gain
1071,2003-08-12,MCD,0.0,0.0,Gain
1073,2003-08-14,MCD,1.0,0.0,Loss
1080,2003-08-27,MCD,0.0,1.0,Gain
1086,2003-09-04,MCD,0.0,0.0,Gain
1104,2003-09-23,MCD,0.0,1.0,Gain
1115,2003-10-07,MCD,0.0,1.0,Gain
1130,2003-11-04,MCD,0.0,1.0,Gain
1143,2003-11-21,MCD,0.0,1.0,Gain
1163,2003-12-29,MCD,0.0,1.0,Gain
1187,2004-01-29,MCD,0.0,1.0,Gain
1230,2004-04-14,MCD,1.0,0.0,Loss
1238,2004-04-28,MCD,0.0,1.0,Gain
1261,2004-06-02,MCD,1.0,0.0,Loss
1335,2004-10-20,MCD,1.0,0.0,Loss
1341,2004-11-03,MCD,1.0,0.0,Gain
1383,2005-01-07,MCD,0.0,0.0,Loss
1398,2005-01-24,MCD,0.0,1.0,Gain
1405,2005-02-01,MCD,1.0,0.0,Loss
1414,2005-02-18,MCD,0.0,0.0,Gain
1427,2005-03-07,MCD,0.0,1.0,Gain
1428,2005-03-09,MCD,1.0,0.0,Loss
1454,2005-04-22,MCD,0.0,1.0,Gain
1513,2005-09-07,MCD,0.0,1.0,Gain
1614,2006-01-19,MCD,0.0,1.0,Gain
1665,2006-05-17,MCD,0.0,1.0,Loss
1695,2006-07-18,MCD,0.0,1.0,Gain
1729,2006-09-14,MCD,0.0,0.0,Loss
1755,2006-10-17,MCD,0.0,0.0,Loss
1798,2007-01-17,MCD,0.0,0.0,Gain
1870,2007-06-08,MCD,0.0,1.0,Gain
1905,2007-08-21,MCD,0.0,1.0,Gain
1914,2007-09-25,MCD,0.0,0.0,Loss
1955,2007-11-29,MCD,0.0,1.0,Gain
1992,2008-01-29,MCD,1.0,0.0,Loss
2072,2008-07-11,MCD,0.0,0.0,Loss
2087,2008-07-24,MCD,1.0,0.0,Loss
2138,2008-11-17,MCD,0.0,1.0,Loss
2149,2008-12-05,MCD,0.0,0.0,Gain
2204,2009-03-05,MCD,0.0,0.0,Loss
2211,2009-03-13,MCD,0.0,1.0,Gain
2328,2009-09-25,MCD,0.0,1.0,Gain
2355,2009-11-04,MCD,0.0,0.0,Gain
2387,2010-01-19,MCD,0.0,1.0,Gain
2425,2010-04-14,MCD,0.0,1.0,Gain
2501,2011-01-18,MCD,0.0,1.0,Gain
2539,2011-08-18,MCD,0.0,1.0,Loss
2580,2012-01-25,MCD,1.0,0.0,Gain
2606,2012-04-25,MCD,1.0,0.0,Gain
2719,2013-07-16,MCD,0.0,0.0,Gain
2737,2013-11-08,MCD,0.0,0.0,Loss
2758,2014-01-08,MCD,0.0,1.0,Loss
2783,2014-05-28,MCD,1.0,0.0,Loss
2794,2014-07-23,MCD,1.0,0.0,Loss
4,2000-01-05,MMM,0.0,1.0,Gain
16,2000-01-12,MMM,0.0,1.0,Gain
27,2000-01-26,MMM,0.0,2.0,Gain
29,2000-01-27,MMM,0.0,1.0,Loss
102,2000-04-25,MMM,1.0,0.0,Loss
196,2000-09-06,MMM,0.0,1.0,Gain
210,2000-09-15,MMM,0.0,1.0,Gain
253,2000-10-30,MMM,0.0,0.0,Gain
285,2000-12-07,MMM,0.0,1.0,Loss
297,2000-12-19,MMM,0.0,0.0,Loss
301,2000-12-20,MMM,1.0,0.0,Loss
316,2001-01-17,MMM,1.0,0.0,Loss
447,2001-06-20,MMM,1.0,0.0,Loss
525,2001-09-27,MMM,0.0,1.0,Gain
622,2002-01-17,MMM,0.0,1.0,Gain
684,2002-03-28,MMM,0.0,0.0,Loss
693,2002-04-05,MMM,0.0,2.0,Gain
760,2002-06-26,MMM,0.0,0.0,Loss
819,2002-09-04,MMM,0.0,1.0,Gain
825,2002-09-13,MMM,0.0,0.0,Loss
899,2002-11-26,MMM,0.0,0.0,Loss
986,2003-04-22,MMM,1.0,0.0,Loss
991,2003-04-25,MMM,1.0,0.0,Loss
1028,2003-06-06,MMM,0.0,1.0,Gain
1074,2003-08-14,MMM,1.0,0.0,Loss
1109,2003-09-26,MMM,0.0,1.0,Gain
1114,2003-10-03,MMM,0.0,1.0,Gain
1159,2003-12-18,MMM,1.0,0.0,Loss
1216,2004-03-16,MMM,0.0,1.0,Gain
1331,2004-10-18,MMM,1.0,0.0,Loss
1333,2004-10-19,MMM,0.0,1.0,Loss
1360,2004-11-30,MMM,0.0,1.0,Loss
1413,2005-02-15,MMM,0.0,1.0,Gain
1416,2005-02-23,MMM,1.0,0.0,Loss
1483,2005-07-01,MMM,1.0,0.0,Gain
1502,2005-08-12,MMM,0.0,0.0,Loss
1618,2006-01-25,MMM,1.0,0.0,Loss
1641,2006-03-01,MMM,0.0,1.0,Gain
1645,2006-03-06,MMM,1.0,0.0,Loss
1688,2006-07-07,MMM,0.0,1.0,Loss
1702,2006-07-25,MMM,1.0,0.0,Loss
1785,2006-12-08,MMM,1.0,0.0,Loss
1816,2007-02-13,MMM,0.0,1.0,Gain
1853,2007-04-26,MMM,0.0,1.0,Gain
1893,2007-07-27,MMM,1.0,0.0,Neutral
1916,2007-09-28,MMM,0.0,1.0,Gain
1961,2007-12-11,MMM,0.0,0.0,Loss
1993,2008-01-29,MMM,0.0,1.0,Gain
1995,2008-01-30,MMM,0.0,1.0,Gain
2044,2008-04-25,MMM,1.0,0.0,Loss
2147,2008-12-02,MMM,1.0,0.0,Loss
2153,2008-12-09,MMM,1.0,0.0,Loss
2183,2009-02-02,MMM,1.0,0.0,Loss
2191,2009-02-06,MMM,1.0,0.0,Gain
2256,2009-04-27,MMM,0.0,1.0,Gain
2285,2009-07-07,MMM,0.0,0.0,Loss
2305,2009-08-13,MMM,1.0,0.0,Gain
2364,2009-12-09,MMM,0.0,1.0,Gain
2400,2010-02-11,MMM,0.0,1.0,Gain
2435,2010-04-28,MMM,0.0,1.0,Gain
2557,2011-10-14,MMM,0.0,0.0,Gain
2560,2011-10-27,MMM,1.0,0.0,Gain
2789,2014-07-08,MMM,0.0,1.0,Loss
2800,2014-09-17,MMM,0.0,0.0,Gain
2819,2014-11-25,MMM,1.0,0.0,Loss
2831,2015-01-22,MMM,0.0,1.0,Gain
37,2000-02-10,MRK,1.0,0.0,Loss
56,2000-03-09,MRK,0.0,1.0,Gain
88,2000-04-17,MRK,1.0,0.0,Gain
112,2000-05-04,MRK,0.0,0.0,Loss
163,2000-07-18,MRK,0.0,0.0,Loss
174,2000-07-25,MRK,0.0,1.0,Gain
193,2000-09-05,MRK,1.0,0.0,Loss
247,2000-10-20,MRK,0.0,1.0,Gain
248,2000-10-23,MRK,0.0,1.0,Gain
254,2000-10-30,MRK,1.0,0.0,Gain
259,2000-11-08,MRK,0.0,1.0,Gain
276,2000-11-29,MRK,0.0,1.0,Gain
279,2000-11-30,MRK,0.0,1.0,Loss
291,2000-12-13,MRK,1.0,0.0,Gain
325,2001-01-23,MRK,1.0,0.0,Loss
327,2001-01-24,MRK,0.0,1.0,Loss
401,2001-04-20,MRK,1.0,0.0,Loss
404,2001-04-23,MRK,0.0,1.0,Gain
427,2001-05-23,MRK,0.0,0.0,Loss
440,2001-06-13,MRK,0.0,1.0,Gain
450,2001-06-22,MRK,3.0,0.0,Loss
452,2001-06-25,MRK,1.0,0.0,Loss
468,2001-07-18,MRK,0.0,1.0,Gain
597,2001-12-12,MRK,2.0,0.0,Loss
610,2002-01-03,MRK,1.0,0.0,Loss
664,2002-03-05,MRK,0.0,0.0,Loss
675,2002-03-15,MRK,1.0,0.0,Loss
681,2002-03-20,MRK,0.0,1.0,Loss
698,2002-04-09,MRK,1.0,0.0,Loss
707,2002-04-12,MRK,0.0,1.0,Gain
751,2002-06-11,MRK,1.0,0.0,Loss
767,2002-07-08,MRK,1.0,0.0,Loss
814,2002-08-22,MRK,0.0,0.0,Gain
826,2002-09-13,MRK,0.0,0.0,Gain
846,2002-10-09,MRK,1.0,0.0,Loss
860,2002-10-21,MRK,1.0,0.0,Gain
866,2002-10-28,MRK,0.0,1.0,Gain
903,2002-12-03,MRK,1.0,2.0,Loss
904,2002-12-04,MRK,1.0,0.0,Gain
935,2003-01-28,MRK,0.0,1.0,Gain
939,2003-01-30,MRK,0.0,1.0,Loss
956,2003-03-05,MRK,0.0,0.0,Gain
988,2003-04-23,MRK,1.0,0.0,Loss
1018,2003-05-23,MRK,0.0,1.0,Loss
1054,2003-07-14,MRK,0.0,1.0,Gain
1135,2003-11-12,MRK,0.0,1.0,Gain
1144,2003-11-21,MRK,2.0,0.0,Loss
1174,2004-01-12,MRK,1.0,0.0,Loss
1207,2004-03-04,MRK,0.0,0.0,Gain
1213,2004-03-15,MRK,0.0,1.0,Loss
1233,2004-04-15,MRK,0.0,0.0,Gain
1268,2004-06-16,MRK,0.0,0.0,Gain
1286,2004-07-16,MRK,0.0,0.0,Gain
1339,2004-11-01,MRK,1.0,0.0,Loss
1372,2004-12-13,MRK,0.0,0.0,Gain
1376,2004-12-15,MRK,0.0,1.0,Gain
1415,2005-02-22,MRK,0.0,1.0,Loss
1438,2005-04-01,MRK,0.0,0.0,Loss
1476,2005-06-13,MRK,1.0,0.0,Gain
1507,2005-08-22,MRK,0.0,1.0,Loss
1514,2005-09-07,MRK,0.0,1.0,Gain
1534,2005-09-29,MRK,0.0,0.0,Loss
1554,2005-10-28,MRK,0.0,1.0,Gain
1582,2005-12-12,MRK,1.0,0.0,Loss
1588,2005-12-19,MRK,0.0,1.0,Gain
1591,2005-12-21,MRK,1.0,0.0,Loss
1598,2006-01-05,MRK,1.0,0.0,Gain
1620,2006-01-27,MRK,0.0,0.0,Gain
1625,2006-02-03,MRK,0.0,1.0,Gain
1636,2006-02-23,MRK,1.0,0.0,Loss
1721,2006-08-21,MRK,0.0,1.0,Gain
1779,2006-11-30,MRK,1.0,0.0,Loss
1790,2007-01-03,MRK,0.0,1.0,Gain
1819,2007-02-26,MRK,0.0,1.0,Gain
1838,2007-04-13,MRK,0.0,2.0,Gain
1865,2007-05-29,MRK,0.0,1.0,Loss
1882,2007-07-12,MRK,0.0,1.0,Gain
1899,2007-08-06,MRK,0.0,1.0,Gain
1910,2007-09-13,MRK,0.0,1.0,Gain
1935,2007-10-24,MRK,0.0,1.0,Loss
1989,2008-01-28,MRK,0.0,1.0,Gain
2061,2008-06-25,MRK,0.0,1.0,Loss
2071,2008-07-07,MRK,1.0,0.0,Loss
2080,2008-07-18,MRK,0.0,1.0,Gain
2084,2008-07-22,MRK,1.0,0.0,Loss
2103,2008-09-10,MRK,1.0,0.0,Loss
2122,2008-10-17,MRK,0.0,1.0,Gain
2212,2009-03-13,MRK,0.0,1.0,Gain
2217,2009-03-20,MRK,0.0,1.0,Gain
2358,2009-11-09,MRK,0.0,1.0,Gain
2383,2010-01-13,MRK,0.0,1.0,Gain
2566,2011-11-29,MRK,0.0,1.0,Gain
2584,2012-02-03,MRK,1.0,0.0,Loss
2629,2012-07-13,MRK,0.0,1.0,Gain
2663,2012-11-20,MRK,0.0,1.0,Gain
5,2000-01-05,MSFT,0.0,1.0,Gain
30,2000-01-27,MSFT,0.0,1.0,Loss
53,2000-03-08,MSFT,0.0,1.0,Gain
76,2000-04-03,MSFT,1.0,0.0,Loss
100,2000-04-24,MSFT,3.0,0.0,Loss
141,2000-06-21,MSFT,0.0,1.0,Gain
168,2000-07-19,MSFT,2.0,0.0,Loss
225,2000-10-03,MSFT,0.0,1.0,Loss
227,2000-10-04,MSFT,0.0,1.0,Loss
249,2000-10-24,MSFT,0.0,1.0,Loss
274,2000-11-21,MSFT,0.0,1.0,Gain
288,2000-12-08,MSFT,1.0,0.0,Gain
292,2000-12-13,MSFT,1.0,0.0,Loss
293,2000-12-15,MSFT,2.0,0.0,Loss
332,2001-01-30,MSFT,0.0,1.0,Loss
334,2001-02-02,MSFT,0.0,1.0,Loss
338,2001-02-08,MSFT,1.0,0.0,Loss
357,2001-03-09,MSFT,1.0,0.0,Loss
371,2001-03-21,MSFT,0.0,0.0,Loss
402,2001-04-20,MSFT,0.0,3.0,Gain
442,2001-06-14,MSFT,0.0,1.0,Loss
455,2001-06-28,MSFT,0.0,1.0,Gain
464,2001-07-12,MSFT,0.0,2.0,Gain
469,2001-07-20,MSFT,1.0,0.0,Loss
477,2001-08-03,MSFT,0.0,1.0,Loss
508,2001-09-20,MSFT,0.0,1.0,Loss
515,2001-09-24,MSFT,1.0,0.0,Gain
518,2001-09-25,MSFT,0.0,2.0,Loss
533,2001-10-04,MSFT,1.0,0.0,Gain
537,2001-10-10,MSFT,1.0,0.0,Gain
548,2001-10-17,MSFT,1.0,0.0,Loss
580,2001-11-21,MSFT,1.0,0.0,Loss
587,2001-12-06,MSFT,0.0,1.0,Gain
614,2002-01-07,MSFT,0.0,1.0,Loss
627,2002-01-18,MSFT,1.0,0.0,Loss
692,2002-04-04,MSFT,0.0,1.0,Gain
718,2002-04-19,MSFT,0.0,2.0,Gain
730,2002-05-01,MSFT,0.0,1.0,Gain
792,2002-07-24,MSFT,0.0,1.0,Gain
815,2002-08-22,MSFT,0.0,1.0,Gain
817,2002-08-30,MSFT,0.0,0.0,Loss
850,2002-10-11,MSFT,0.0,1.0,Gain
887,2002-11-19,MSFT,1.0,0.0,Loss
890,2002-11-22,MSFT,0.0,0.0,Gain
911,2002-12-12,MSFT,0.0,1.0,Loss
930,2003-01-22,MSFT,0.0,1.0,Loss
946,2003-02-14,MSFT,0.0,1.0,Gain
955,2003-02-26,MSFT,0.0,1.0,Loss
968,2003-04-01,MSFT,0.0,1.0,Gain
974,2003-04-09,MSFT,0.0,1.0,Loss
977,2003-04-11,MSFT,1.0,0.0,Loss
980,2003-04-15,MSFT,0.0,0.0,Loss
994,2003-04-30,MSFT,0.0,0.0,Loss
1014,2003-05-21,MSFT,0.0,1.0,Loss
1046,2003-07-02,MSFT,0.0,1.0,Gain
1079,2003-08-25,MSFT,0.0,1.0,Gain
1100,2003-09-17,MSFT,0.0,1.0,Loss
1110,2003-09-26,MSFT,0.0,1.0,Loss
1126,2003-10-24,MSFT,1.0,0.0,Loss
1128,2003-10-31,MSFT,0.0,1.0,Gain
1152,2003-12-08,MSFT,0.0,1.0,Gain
1161,2003-12-19,MSFT,0.0,1.0,Loss
1164,2004-01-05,MSFT,0.0,1.0,Gain
1210,2004-03-09,MSFT,0.0,0.0,Loss
1264,2004-06-10,MSFT,0.0,0.0,Gain
1274,2004-06-24,MSFT,0.0,1.0,Gain
1299,2004-08-03,MSFT,0.0,1.0,Loss
1316,2004-09-10,MSFT,0.0,1.0,Gain
1460,2005-05-04,MSFT,0.0,0.0,Loss
1463,2005-05-10,MSFT,0.0,1.0,Loss
1555,2005-10-28,MSFT,0.0,1.0,Gain
1594,2005-12-23,MSFT,0.0,1.0,Gain
1599,2006-01-06,MSFT,1.0,0.0,Loss
1652,2006-03-15,MSFT,0.0,1.0,Gain
1657,2006-04-25,MSFT,0.0,0.0,Neutral
1659,2006-04-28,MSFT,5.0,0.0,Loss
1668,2006-05-30,MSFT,1.0,0.0,Loss
1683,2006-06-20,MSFT,0.0,1.0,Gain
1706,2006-07-28,MSFT,0.0,1.0,Gain
1710,2006-08-01,MSFT,0.0,1.0,Loss
1775,2006-11-20,MSFT,0.0,1.0,Gain
1804,2007-01-24,MSFT,1.0,0.0,Gain
1810,2007-02-02,MSFT,0.0,1.0,Loss
1854,2007-04-27,MSFT,0.0,1.0,Gain
1857,2007-05-07,MSFT,1.0,0.0,Gain
1908,2007-09-06,MSFT,0.0,1.0,Gain
1982,2008-01-22,MSFT,0.0,1.0,Loss
1998,2008-01-31,MSFT,0.0,1.0,Gain
2007,2008-02-11,MSFT,1.0,0.0,Loss
2015,2008-03-04,MSFT,0.0,1.0,Gain
2017,2008-03-05,MSFT,0.0,1.0,Gain
2018,2008-03-06,MSFT,0.0,0.0,Loss
2073,2008-07-11,MSFT,0.0,1.0,Loss
2089,2008-07-28,MSFT,0.0,2.0,Loss
2120,2008-10-16,MSFT,1.0,0.0,Gain
2142,2008-11-18,MSFT,0.0,0.0,Gain
2144,2008-11-21,MSFT,0.0,1.0,Gain
2177,2009-01-23,MSFT,1.0,0.0,Gain
2223,2009-03-27,MSFT,0.0,0.0,Loss
2226,2009-03-31,MSFT,0.0,1.0,Gain
2231,2009-04-07,MSFT,0.0,1.0,Neutral
2234,2009-04-13,MSFT,0.0,0.0,Loss
2293,2009-07-24,MSFT,1.0,0.0,Loss
2309,2009-08-18,MSFT,0.0,1.0,Gain
2318,2009-09-14,MSFT,0.0,1.0,Gain
2351,2009-10-27,MSFT,0.0,1.0,Loss
2359,2009-11-13,MSFT,0.0,1.0,Gain
2403,2010-02-17,MSFT,0.0,1.0,Gain
2422,2010-04-08,MSFT,0.0,1.0,Gain
2427,2010-04-16,MSFT,0.0,0.0,Loss
2440,2010-05-27,MSFT,0.0,1.0,Gain
2455,2010-07-23,MSFT,0.0,1.0,Loss
2470,2010-09-13,MSFT,0.0,1.0,Gain
2481,2010-10-25,MSFT,1.0,0.0,Loss
2497,2011-01-07,MSFT,1.0,0.0,Loss
2511,2011-02-17,MSFT,0.0,1.0,Gain
2544,2011-09-09,MSFT,1.0,0.0,Loss
2567,2011-12-06,MSFT,0.0,0.0,Loss
2594,2012-03-16,MSFT,0.0,1.0,Loss
2602,2012-04-10,MSFT,0.0,0.0,Loss
2631,2012-07-20,MSFT,0.0,1.0,Loss
2636,2012-08-20,MSFT,0.0,1.0,Loss
2667,2012-12-12,MSFT,0.0,1.0,Loss
2668,2012-12-14,MSFT,0.0,0.0,Loss
2674,2013-01-04,MSFT,1.0,0.0,Loss
2704,2013-04-30,MSFT,1.0,0.0,Gain
2722,2013-08-13,MSFT,1.0,0.0,Loss
2761,2014-01-10,MSFT,0.0,1.0,Gain
2765,2014-01-23,MSFT,0.0,1.0,Gain
2785,2014-06-05,MSFT,0.0,1.0,Gain
2806,2014-10-09,MSFT,0.0,0.0,Loss
2832,2015-01-27,MSFT,1.0,0.0,Loss
35,2000-02-08,NKE,3.0,0.0,Loss
36,2000-02-09,NKE,2.0,1.0,Loss
67,2000-03-22,NKE,0.0,1.0,Gain
72,2000-03-27,NKE,0.0,1.0,Gain
80,2000-04-07,NKE,0.0,1.0,Gain
211,2000-09-15,NKE,1.0,0.0,Loss
306,2001-01-03,NKE,1.0,0.0,Gain
321,2001-01-19,NKE,1.0,0.0,Loss
345,2001-02-27,NKE,3.0,0.0,Loss
372,2001-03-21,NKE,0.0,1.0,Gain
379,2001-03-28,NKE,0.0,0.0,Loss
448,2001-06-21,NKE,0.0,1.0,Gain
457,2001-07-02,NKE,0.0,1.0,Gain
512,2001-09-21,NKE,0.0,1.0,Gain
588,2001-12-06,NKE,0.0,1.0,Gain
601,2001-12-14,NKE,1.0,0.0,Loss
607,2001-12-21,NKE,0.0,2.0,Gain
658,2002-02-27,NKE,0.0,0.0,Loss
690,2002-04-03,NKE,0.0,1.0,Gain
763,2002-06-28,NKE,0.0,1.0,Gain
764,2002-07-01,NKE,0.0,1.0,Gain
777,2002-07-16,NKE,0.0,1.0,Gain
1015,2003-05-21,NKE,0.0,1.0,Loss
1020,2003-06-02,NKE,1.0,0.0,Loss
1041,2003-06-27,NKE,1.0,0.0,Loss
1103,2003-09-19,NKE,0.0,1.0,Gain
1146,2003-11-25,NKE,0.0,2.0,Gain
1382,2004-12-21,NKE,0.0,0.0,Loss
1411,2005-02-08,NKE,1.0,0.0,Loss
1471,2005-06-02,NKE,0.0,1.0,Gain
1478,2005-06-22,NKE,0.0,1.0,Gain
1525,2005-09-21,NKE,0.0,1.0,Loss
1530,2005-09-27,NKE,0.0,1.0,Gain
1571,2005-11-21,NKE,1.0,0.0,Loss
1585,2005-12-14,NKE,0.0,1.0,Gain
1626,2006-02-06,NKE,0.0,1.0,Gain
1648,2006-03-07,NKE,1.0,0.0,Loss
1741,2006-09-27,NKE,0.0,1.0,Loss
1746,2006-10-06,NKE,1.0,0.0,Loss
1835,2007-04-10,NKE,1.0,0.0,Gain
1871,2007-06-08,NKE,1.0,0.0,Loss
1873,2007-06-11,NKE,0.0,1.0,Gain
1996,2008-01-30,NKE,0.0,1.0,Gain
2022,2008-03-17,NKE,1.0,0.0,Loss
2045,2008-04-25,NKE,1.0,0.0,Gain
2076,2008-07-15,NKE,0.0,1.0,Gain
2082,2008-07-21,NKE,1.0,0.0,Loss
2094,2008-08-14,NKE,0.0,0.0,Gain
2128,2008-10-22,NKE,0.0,0.0,Loss
2157,2008-12-10,NKE,1.0,0.0,Loss
2203,2009-03-03,NKE,0.0,1.0,Gain
2235,2009-04-13,NKE,1.0,0.0,Loss
2240,2009-04-14,NKE,0.0,0.0,Loss
2263,2009-05-12,NKE,1.0,0.0,Loss
2269,2009-05-29,NKE,1.0,0.0,Gain
2271,2009-06-04,NKE,0.0,0.0,Loss
2272,2009-06-05,NKE,0.0,2.0,Gain
2280,2009-06-25,NKE,1.0,1.0,Loss
2282,2009-06-26,NKE,1.0,0.0,Loss
2289,2009-07-15,NKE,0.0,0.0,Gain
2317,2009-09-11,NKE,1.0,0.0,Loss
2332,2009-09-30,NKE,0.0,1.0,Gain
2371,2009-12-18,NKE,0.0,1.0,Gain
2413,2010-03-18,NKE,0.0,1.0,Gain
2419,2010-03-25,NKE,0.0,1.0,Gain
2438,2010-05-25,NKE,0.0,1.0,Gain
2474,2010-09-27,NKE,1.0,0.0,Loss
2516,2011-03-18,NKE,0.0,1.0,Loss
2540,2011-09-06,NKE,1.0,0.0,Loss
2542,2011-09-07,NKE,0.0,0.0,Gain
2582,2012-01-31,NKE,0.0,1.0,Gain
2593,2012-03-12,NKE,1.0,0.0,Loss
2605,2012-04-20,NKE,0.0,1.0,Gain
2619,2012-06-14,NKE,0.0,1.0,Loss
2625,2012-06-29,NKE,2.0,0.0,Loss
2626,2012-07-02,NKE,1.0,0.0,Gain
2665,2012-11-29,NKE,0.0,1.0,Loss
2670,2012-12-21,NKE,1.0,0.0,Gain
2716,2013-06-25,NKE,0.0,1.0,Gain
2728,2013-09-27,NKE,1.0,0.0,Gain
2729,2013-10-01,NKE,0.0,1.0,Loss
2776,2014-04-08,NKE,0.0,1.0,Gain
2802,2014-09-26,NKE,0.0,1.0,Gain
2812,2014-11-07,NKE,0.0,0.0,Loss
2816,2014-11-18,NKE,0.0,0.0,Gain
2821,2014-12-08,NKE,1.0,0.0,Loss
18,2000-01-13,PFE,0.0,2.0,Gain
20,2000-01-14,PFE,0.0,1.0,Gain
34,2000-02-07,PFE,0.0,1.0,Gain
54,2000-03-08,PFE,0.0,1.0,Gain
77,2000-04-03,PFE,0.0,1.0,Gain
89,2000-04-17,PFE,0.0,1.0,Gain
92,2000-04-18,PFE,0.0,1.0,Gain
98,2000-04-19,PFE,0.0,1.0,Gain
113,2000-05-04,PFE,0.0,1.0,Gain
115,2000-05-08,PFE,0.0,1.0,Gain
144,2000-06-26,PFE,1.0,0.0,Gain
164,2000-07-18,PFE,0.0,1.0,Loss
175,2000-07-25,PFE,1.0,0.0,Loss
262,2000-11-09,PFE,0.0,0.0,Loss
277,2000-11-29,PFE,0.0,0.0,Gain
280,2000-11-30,PFE,0.0,1.0,Loss
289,2000-12-11,PFE,0.0,1.0,Gain
310,2001-01-05,PFE,0.0,1.0,Gain
400,2001-04-19,PFE,0.0,1.0,Loss
428,2001-05-23,PFE,0.0,1.0,Loss
463,2001-07-11,PFE,1.0,0.0,Loss
603,2001-12-17,PFE,0.0,0.0,Gain
634,2002-01-25,PFE,0.0,1.0,Gain
699,2002-04-09,PFE,0.0,1.0,Gain
723,2002-04-25,PFE,0.0,1.0,Gain
778,2002-07-16,PFE,1.0,1.0,Loss
816,2002-08-22,PFE,0.0,1.0,Gain
827,2002-09-13,PFE,0.0,1.0,Loss
875,2002-11-05,PFE,0.0,1.0,Gain
957,2003-03-05,PFE,0.0,1.0,Gain
990,2003-04-24,PFE,1.0,0.0,Loss
998,2003-05-06,PFE,0.0,1.0,Gain
1058,2003-07-16,PFE,1.0,0.0,Loss
1077,2003-08-21,PFE,1.0,0.0,Loss
1125,2003-10-23,PFE,1.0,0.0,Gain
1165,2004-01-05,PFE,0.0,1.0,Gain
1177,2004-01-14,PFE,1.0,0.0,Gain
1181,2004-01-23,PFE,0.0,1.0,Neutral
1208,2004-03-04,PFE,0.0,1.0,Gain
1221,2004-03-23,PFE,0.0,1.0,Gain
1234,2004-04-15,PFE,0.0,1.0,Gain
1269,2004-06-16,PFE,0.0,0.0,Gain
1287,2004-07-16,PFE,0.0,1.0,Loss
1293,2004-07-26,PFE,1.0,0.0,Loss
1322,2004-09-20,PFE,1.0,0.0,Loss
1329,2004-10-06,PFE,0.0,1.0,Loss
1364,2004-12-06,PFE,1.0,0.0,Loss
1373,2004-12-13,PFE,0.0,1.0,Gain
1379,2004-12-17,PFE,1.0,0.0,Loss
1439,2005-04-01,PFE,0.0,0.0,Loss
1442,2005-04-06,PFE,0.0,1.0,Loss
1515,2005-09-07,PFE,0.0,1.0,Gain
1535,2005-09-29,PFE,0.0,1.0,Gain
1549,2005-10-21,PFE,1.0,0.0,Loss
1557,2005-10-31,PFE,0.0,1.0,Gain
1589,2005-12-19,PFE,0.0,1.0,Gain
1629,2006-02-08,PFE,0.0,1.0,Gain
1631,2006-02-13,PFE,1.0,0.0,Loss
1637,2006-02-23,PFE,0.0,1.0,Loss
1724,2006-09-06,PFE,0.0,1.0,Loss
1761,2006-10-24,PFE,1.0,0.0,Loss
1781,2006-12-01,PFE,0.0,1.0,Gain
1782,2006-12-04,PFE,2.0,0.0,Loss
1802,2007-01-23,PFE,1.0,0.0,Loss
1839,2007-04-13,PFE,0.0,0.0,Gain
1848,2007-04-23,PFE,1.0,0.0,Loss
1888,2007-07-18,PFE,1.0,0.0,Loss
1936,2007-10-24,PFE,0.0,0.0,Loss
2014,2008-02-29,PFE,0.0,1.0,Loss
2062,2008-06-25,PFE,0.0,0.0,Gain
2065,2008-06-27,PFE,0.0,1.0,Gain
2126,2008-10-20,PFE,0.0,1.0,Gain
2136,2008-11-14,PFE,0.0,1.0,Loss
2148,2008-12-03,PFE,0.0,1.0,Gain
2160,2008-12-11,PFE,0.0,1.0,Loss
2184,2009-02-02,PFE,0.0,1.0,Gain
2192,2009-02-09,PFE,0.0,1.0,Loss
2194,2009-02-12,PFE,0.0,1.0,Gain
2257,2009-04-27,PFE,0.0,1.0,Gain
2437,2010-05-21,PFE,0.0,1.0,Gain
2483,2010-11-03,PFE,1.0,0.0,Gain
2515,2011-03-14,PFE,1.0,0.0,Gain
2534,2011-08-05,PFE,0.0,1.0,Gain
2537,2011-08-10,PFE,0.0,1.0,Loss
2548,2011-10-07,PFE,0.0,1.0,Gain
2563,2011-11-01,PFE,1.0,0.0,Gain
2664,2012-11-27,PFE,1.0,0.0,Loss
2717,2013-07-02,PFE,1.0,0.0,Loss
8,2000-01-06,PG,0.0,1.0,Gain
11,2000-01-10,PG,1.0,0.0,Loss
28,2000-01-26,PG,0.0,1.0,Gain
45,2000-02-29,PG,0.0,1.0,Loss
52,2000-03-07,PG,6.0,0.0,Loss
55,2000-03-08,PG,1.0,0.0,Loss
62,2000-03-14,PG,0.0,0.0,Loss
78,2000-04-04,PG,0.0,1.0,Gain
103,2000-04-25,PG,1.0,0.0,Loss
105,2000-04-26,PG,1.0,0.0,Loss
