,0,1,2,3,4,outcome,outcome-class
73,-0.0241935484,-0.0220385675,0,-0.0084507042,0.0056818182,-0.0282485876,0
74,-0.0220385675,0,-0.0084507042,0.0056818182,-0.0282485876,-0.0319767442,0
75,0,-0.0084507042,0.0056818182,-0.0282485876,-0.0319767442,0.006006006,1
76,-0.0084507042,0.0056818182,-0.0282485876,-0.0319767442,0.006006006,0,0
77,0.0056818182,-0.0282485876,-0.0319767442,0.006006006,0,-0.0029850746,0
78,-0.0282485876,-0.0319767442,0.006006006,0,-0.0029850746,-0.0089820359,0
79,-0.0319767442,0.006006006,0,-0.0029850746,-0.0089820359,-0.0060422961,0
80,0.006006006,0,-0.0029850746,-0.0089820359,-0.0060422961,-0.0060790274,0
81,0,-0.0029850746,-0.0089820359,-0.0060422961,-0.0060790274,0.003058104,1
82,-0.0029850746,-0.0089820359,-0.0060422961,-0.0060790274,0.003058104,0,0
83,-0.0089820359,-0.0060422961,-0.0060790274,0.003058104,0,-0.0030487805,0
84,-0.0060422961,-0.0060790274,0.003058104,0,-0.0030487805,-0.0305810398,0
85,-0.0060790274,0.003058104,0,-0.0030487805,-0.0305810398,0.0157728707,1
86,0.003058104,0,-0.0030487805,-0.0305810398,0.0157728707,-0.0186335404,0
87,0,-0.0030487805,-0.0305810398,0.0157728707,-0.0186335404,0.0126582278,1
88,-0.0030487805,-0.0305810398,0.0157728707,-0.0186335404,0.0126582278,0.01875,1
89,-0.0305810398,0.0157728707,-0.0186335404,0.0126582278,0.01875,0.0153374233,1
90,0.0157728707,-0.0186335404,0.0126582278,0.01875,0.0153374233,-0.0060422961,0
91,-0.0186335404,0.0126582278,0.01875,0.0153374233,-0.0060422961,-0.0182370821,0
92,0.0126582278,0.01875,0.0153374233,-0.0060422961,-0.0182370821,0.0185758514,1
93,0.01875,0.0153374233,-0.0060422961,-0.0182370821,0.0185758514,0.0273556231,1
94,0.0153374233,-0.0060422961,-0.0182370821,0.0185758514,0.0273556231,0.0059171598,1
95,-0.0060422961,-0.0182370821,0.0185758514,0.0273556231,0.0059171598,-0.0088235294,0
96,-0.0182370821,0.0185758514,0.0273556231,0.0059171598,-0.0088235294,-0.0059347181,0
97,0.0185758514,0.0273556231,0.0059171598,-0.0088235294,-0.0059347181,-0.0089552239,0
98,0.0273556231,0.0059171598,-0.0088235294,-0.0059347181,-0.0089552239,0.0120481928,1
